% Model,yuinrods.mph
% Version,COMSOL 5.4.0.388
% Date,"Aug 13 2026, 13:14"
% Table,Table 6 - Global Evaluation 2 (freq*a/c_const)
% U,lambda (THz),freq*a/c_const (1)
84,1.1033385801520736,1.1041024055569206
84,1.2034848726498177-7.7090107023584E-16i,1.2043180278902992-7.71434753941515E-16i
84,1.2463223363826097+3.8494237755950453E-16i,1.2471851473821363+3.8520886762218465E-16i
84,1.2927958958127188-2.1716216371051538E-16i,1.2936908797879618-2.1731250194811308E-16i
84,1.3196700243752448-3.3400985402047278E-15i,1.3205836129225554-3.3424108423081755E-15i
84,1.343201275538381-9.264228982139842E-16i,1.3441311544318912-9.27064247440792E-16i
84,1.3578050029840136+2.246327800088919E-16i,1.35874499182766+2.247882900465347E-16i
84,1.3693240232855595+1.1484388628215754E-15i,1.3702719865810227+1.1492339105024202E-15i
84,1.4118727408467886-6.584338920673535E-16i,1.412850160006482-6.588897163657334E-16i
84,1.4503889770336649+1.8085490073497673E-16i,1.451393060428823+1.8098010397744232E-16i
84,1.451149429620093-4.3475889805267795E-15i,1.452154039465622-4.3505987537486145E-15i
84,1.4614060865704643,1.4624177969518475
84,1.486543104119776+1.1795821683361928E-14i,1.4875722164962963+1.1803987760788093E-14i
84,1.5550321256057453-3.0602399203854646E-16i,1.5561086519452187-3.0623584803979265E-16i
85,1.979556030092328E-9-1.892316485297607E-6i,1.980926448215379E-9-1.8936265087405302E-6i
85,2.684823581441142E-9-1.6060070514199776E-6i,2.68668224613023E-9-1.6071188669662705E-6i
85,5.821804546887605E-9-1.3658378062829463E-6i,5.825834898309154E-9-1.3667833561205995E-6i
85,1.001759176404035E-8+1.1695918804118539E-6i,1.0024526798509738E-8+1.1704015720220557E-6i
85,3.637762505756337E-8-5.615546488693124E-7i,3.640280876335125E-8-5.619434050632245E-7i
85,4.07715223618495E-8+1.0692041264634333E-7i,4.079974789944465E-8+1.0699443210777171E-7i
85,8.291875610474063E-7-5.2740667087005946E-9i,8.297615956510217E-7-5.277717869107229E-9i
85,1.1006070738580914E-6+2.3401654510393118E-8i,1.1013690082804797E-6+2.3417855138697104E-8i
85,1.4440893404354685E-6-2.226538707092216E-9i,1.4450890626829596E-6-2.228080107764635E-9i
85,1.6672477170531014E-6+1.6840487412109243E-10i,1.668401928630007E-6+1.6852145838948265E-10i
85,1.911634616760322E-6-5.455343535257203E-10i,1.912958013867369E-6-5.45912019099947E-10i
85,0.2574632152585858-2.0028480230791365E-15i,0.2576414533336117-2.004234565913399E-15i
85,0.36061133348822816-4.573495328632315E-16i,0.36086097951959967-4.576661493564639E-16i
85,0.5137812170787371,0.5141369004140228
85,0.5783697518605637-8.563676783645099E-17i,0.5787701489080459-8.569605293717993E-17i
85,0.5931106462933811+1.4821314663484946E-15i,0.5935212482497285+1.4831575246117377E-15i
85,0.662985494370989+3.4959770102988885E-16i,0.6634444696780755+3.498397224821668E-16i
85,0.7302939754964706,0.7307995474954249
85,0.8470356184813157-3.1129521721743414E-16i,0.8476220090379815-3.1151072241193687E-16i
85,0.8881407361122658-2.250807882956038E-16i,0.888755583149726-2.252366084829296E-16i
85,0.8893114736757858,0.8899271311979959
85,0.9022851037185408,0.9029097426979373
85,0.9865945595360903-3.766563151827733E-16i,0.9872775647372259-3.7691706892383527E-16i
85,1.006907893233869-2.3184265914880133E-16i,1.007604961063299-2.320031604819105E-16i
85,1.0200947748187346+1.947530131241442E-16i,1.0208009717363213+1.9488783782960696E-16i
85,1.0879380472336817-1.4448840523495007E-16i,1.0886912110714424-1.4458843247646018E-16i
85,1.1125325532819812-6.247264701778413E-16i,1.1133027435419818-6.251589593136209E-16i
85,1.1982485824118447-2.658619590750944E-16i,1.1990781126440258-2.6604601147947597E-16i
85,1.2445532128660226-5.224033476836624E-16i,1.2454147991268238-5.227649999957594E-16i
85,1.2890358226133378,1.289928203544071
85,1.320481749357098,1.32139589984992
85,1.3363846725238664-1.6367824984253124E-15i,1.3373098323813066-1.6379156193702302E-15i
85,1.3493754795495143+6.177422577144033E-16i,1.3503096327555186+6.181699117805058E-16i
85,1.3594127433236471-4.697849290023655E-16i,1.3603538451827704-4.701101543412064E-16i
85,1.4023498154597984,1.4033206420354292
85,1.4477673303977743-2.416592132636946E-16i,1.4487695988647329-2.4182651045580463E-16i
85,1.4487852203913356-1.7917151970134664E-16i,1.4497881935288734-1.7929555756337268E-16i
85,1.4558993929456105,1.4569072911223242
85,1.4807459083875052+7.320323395576029E-16i,1.4817710074489316+7.325391150009546E-16i
85,1.559518625551749,1.5605982578305044
86,1.7507481117784423E-9-1.8908125675528634E-6i,1.7519601294757478E-9-1.8921215498551968E-6i
86,2.9772997346029647E-9-1.6118491310121134E-6i,2.979360876319608E-9-1.6129649909459496E-6i
86,4.7429684486651105E-9-1.387917339879856E-6i,4.746251937397081E-9-1.3888781750605509E-6i
86,6.405700787624893E-9+1.1569421080991485E-6i,6.410135362002561E-9+1.1577430424542051E-6i
86,1.808158675345321E-8-6.06313947635854E-7i,1.8094104375487535E-8-6.067336900475201E-7i
86,3.388924389951363E-8+6.813267164087041E-8i,3.391270493487227E-8+6.81798389079592E-8i
86,7.849845507370455E-7-1.3665026528994858E-8i,7.855279842333913E-7-1.3674486630008743E-8i
86,1.1259406147579562E-6+2.2365003903215246E-8i,1.1267200872257661E-6+2.2380486873237392E-8i
86,1.432741229616436E-6-2.516957540760896E-9i,1.433733095730283E-6-2.5186999942082224E-9i
86,1.6668860863659149E-6+2.2834907207501264E-10i,1.6680400475911054E-6+2.2850715484811758E-10i
86,1.9115941161042773E-6-1.937157359945272E-10i,1.912917485173303E-6-1.9384984260797566E-10i
86,0.24776754504238593-1.7387458641729336E-15i,0.24793907094459253-1.7399495728871207E-15i
86,0.3430994474672585-1.0624513915270908E-15i,0.34333697027220594-1.0631869113202548E-15i
86,0.5144069853687103+5.91399540279164E-17i,0.5147631019143687+5.918089576614673E-17i
86,0.5818234736172176,0.5822262616265192
86,0.5953259225438374+1.0787225639000023E-15i,0.5957380581040207+1.0794693479914048E-15i
86,0.6708330797403756+5.381523125906282E-16i,0.6712974878177645+5.385248676842579E-16i
86,0.7274993920772272+1.972604968502782E-15i,0.7280030294263379+1.973970574506029E-15i
86,0.8505541739956853-9.720549382705086E-16i,0.8511430003976469-9.727278779012933E-16i
86,0.8937588778830268,0.8943776142791025
86,0.8938878124486124+1.3203605337334851E-15i,0.8945066381042305+1.3212746003104771E-15i
86,0.9008586616370785-2.959236072990137E-16i,0.9014823131111708-2.961284709494063E-16i
86,0.9854059655097466-4.858183577922186E-16i,0.98608814786436-4.861546828428405E-16i
86,1.0069904661428355+7.777362506625172E-16i,1.0076875911363008+7.782746662651371E-16i
86,1.0243688837926954+3.194917958832824E-16i,1.0250780396143542+3.1971297545111926E-16i
86,1.097229250224643,1.0979888462283893
86,1.1214659066846464-1.8173488843305135E-15i,1.1222422813765178-1.8186070087832364E-15i
86,1.1922610186018552-4.848070482172351E-16i,1.1930864037298647-4.851426731528067E-16i
86,1.2426065267130495+1.7629496774265445E-16i,1.24346676531107+1.764170142091978E-16i
86,1.2847759903414804-5.927942505754832E-16i,1.285665422251697-5.93204633495633E-16i
86,1.3210439827130385+3.3024621438512255E-16i,1.3219585224319137+3.3047483908196503E-16i
86,1.3300858620368081-6.590689345332231E-15i,1.3310066613184859-6.595251984623539E-15i
86,1.3419223824081747+2.320033487985953E-16i,1.3428513759423941+2.3216396137483417E-16i
86,1.3498291526945485+1.3179155027703087E-15i,1.3507636199719357+1.318827876687587E-15i
86,1.3931722408563785+3.526025822964019E-15i,1.3941367139293193+3.5284668398469374E-15i
86,1.4453653147219265+6.825333012743304E-16i,1.446365920308035+6.830058092465391E-16i
86,1.4466985568887567-7.466360520264838E-16i,1.4477000854592112-7.471529374096033E-16i
86,1.4505672163276087+3.6980913407317284E-16i,1.4515714231152623+3.7006514760938996E-16i
86,1.4749239616055325-5.306884527927457E-16i,1.47594503021707-5.310558407637584E-16i
86,1.5615810266029289+3.6625536987644186E-16i,1.562662086652222+3.6650892319289954E-16i
87,1.724830734321535E-9-1.8918914006233576E-6i,1.7260248097917808E-9-1.8932011297862843E-6i
87,3.024348469303915E-9-1.6098435719580345E-6i,3.0264421821818294E-9-1.6109580434722288E-6i
87,6.565820638725667E-9-1.3763601828404975E-6i,6.570366061769639E-9-1.3773130171678608E-6i
87,8.457099367528197E-9+1.1657933687601888E-6i,8.46295409559122E-9+1.1666004307154939E-6i
87,2.6875046160067683E-8+1.1236179836652751E-7i,2.6893651367374637E-8+1.1243958482090383E-7i
87,2.722832655876519E-8-5.801627532424534E-7i,2.7247176337002972E-8-5.805643915589632E-7i
87,8.100166242263407E-7-1.5180796107375346E-8i,8.105773870665625E-7-1.5191305553832858E-8i
87,1.1097163371242561E-6+2.5457295034419686E-8i,1.11048457775838E-6+2.5474918753045832E-8i
87,1.4391904320744736E-6-2.9895904892588095E-9i,1.440186762878278E-6-2.9916601396878466E-9i
87,1.6673868509751694E-6+4.894654910945025E-10i,1.668541158872485E-6+4.898043410029707E-10i
87,1.911375784520845E-6-3.341851189978377E-10i,1.9126990024420613E-6-3.344164705416015E-10i
87,0.23749078609191662+8.176192997521268E-15i,0.2376551975419441+8.181853258150945E-15i
87,0.32548266301155243-8.503370281911597E-16i,0.3257079899704005-8.50925704266209E-16i
87,0.5156101788707819+1.0579630662548603E-16i,0.515967128369969+1.0586954788450952E-16i
87,0.5853321817442664+1.5961676069863803E-16i,0.5857373987816595+1.5972726108270347E-16i
87,0.5976166395965938+9.279766431725443E-16i,0.5980303609871938+9.286190680346044E-16i
87,0.6790292717550962+1.0192913842889166E-15i,0.6794993539381462+1.019997025030813E-15i
87,0.7238382622872451+1.0462743827914695E-15i,0.7243393650889427+1.0469987034745245E-15i
87,0.8512509926521049-1.3170904903950582E-15i,0.8518403014515844-1.3180022931681538E-15i
87,0.8990515799859254,0.8996739804434226
87,0.8995090120114594-5.331413909757869E-16i,0.9001317291425582-5.335104770805678E-16i
87,0.9023456376395951+6.509797644698952E-16i,0.9029703185257533+6.514304283831201E-16i
87,0.9840908997444108-5.377714164952924E-16i,0.9847721716979392-5.381437079000423E-16i
87,1.0071703202079836+1.058709454687492E-15i,1.0078675697118273+1.0594423839916865E-15i
87,1.0287767334301086+7.342942522693389E-16i,1.0294889407425738+7.348025936022769E-16i
87,1.106578852528016-6.16274830876008E-16i,1.107344921126751-6.167014690636494E-16i
87,1.1300218120353975+1.4748235917154002E-15i,1.1308041098572907+1.4758445908423087E-15i
87,1.1855416769479492-6.131167763006174E-16i,1.1863624103725277-6.135412282125698E-16i
87,1.2404279370057982+4.761691845367235E-16i,1.2412866673975482+4.764988296037023E-16i
87,1.2799743965604777+3.2121438222031484E-16i,1.2808605043964891+3.2143675430985813E-16i
87,1.3199824316420294-3.691696552325121E-15i,1.3208962364643904-3.694252260667399E-15i
87,1.3257672765023751-5.002276212403543E-15i,1.3266850860894992-5.00573921616488E-15i
87,1.3354595886086393+4.853561101339272E-16i,1.3363841080438112+4.856921151771541E-16i
87,1.3407280088338343,1.3416561755204337
87,1.3845058690611407+5.65242534647202E-16i,1.3854643425297315+5.656338439113122E-16i
87,1.4431591848178829+1.5205048785216307E-15i,1.4441582631320393+1.5215575021453316E-15i
87,1.4448040270577558-1.0782022716981957E-15i,1.4458042440725-1.0789486955988022E-15i
87,1.4454147135725792,1.4464153533568005
87,1.4692102782482337-1.3660681150822514E-15i,1.4702273913590918-1.3670138243593686E-15i
87,1.562726342903853+2.9717560312414037E-16i,1.5638081958391223+2.97381333513207E-16i
88,1.579637222050812E-9-1.8929041853923907E-6i,1.5807307821441046E-9-1.8942146156916233E-6i
88,1.903277826201061E-9-1.6032989391016232E-6i,1.904595438022388E-9-1.60440887986077E-6i
88,3.389692931156701E-9-1.376124049701349E-6i,3.39203956674257E-9-1.3770767205571416E-6i
88,4.805903044202337E-9+1.1531334614888695E-6i,4.809230101648192E-9+1.1539317591727435E-6i
88,1.7842694819253014E-8-5.98531770055499E-7i,1.7855047059842658E-8-5.989461249777327E-7i
88,3.4038981109059147E-8+4.9569658365904214E-8i,3.406254580533091E-8+4.9603974726313034E-8i
88,8.003733455789514E-7-1.5877224867895235E-8i,8.009274325162823E-7-1.588821644195122E-8i
88,1.1192826948449979E-6+2.7050797964481255E-8i,1.1200575581307631E-6+2.706952484223061E-8i
88,1.4373413993154545E-6-2.7924535679015166E-9i,1.438336450060516E-6-2.7943867432797623E-9i
88,1.6678967069369244E-6+5.819735186204433E-10i,1.6690513678001775E-6+5.823764105037391E-10i
88,1.9114728159477913E-6-2.2017837948830122E-10i,1.9127961010424663E-6-2.2033080580863165E-10i
88,0.22668260645748128+7.300475003178471E-16i,0.22683953556044556+7.305529016855858E-16i
88,0.3077754606730241+1.5947634118975716E-16i,0.3079885291907751+1.595867443634194E-16i
88,0.5173557100376109,0.5177138679428795
88,0.5888681885787541,0.5892758535427406
88,0.5999602543332299+1.2510979648597184E-15i,0.6003755981745509+1.251964081958044E-15i
88,0.6875463363121979+1.104985386143128E-16i,0.6880223147363479+1.1057503516080394E-16i
88,0.7194523662050484+1.841585551457446E-16i,0.7199504327140694+1.8428604546056787E-16i
88,0.8502821473370494+1.3320153303413074E-16i,0.8508707854188741+1.3329374653660974E-16i
88,0.8982419146172053,0.8988637545550314
88,0.9050032101420123,0.9056297308273301
88,0.9123644309028608+2.0651217139845742E-16i,0.912996047655269+2.0665513679979641E-16i
88,0.9826330520377491-5.746516625607591E-16i,0.9833133147443113-5.750494856285801E-16i
88,1.0074839564420341,1.0081814230717245
88,1.0333169715652781-1.3203546845804093E-16i,1.0340323220191996-1.321268747108117E-16i
88,1.1159068252944786-1.1208657914140487E-15i,1.116679351514385-1.1216417506547633E-15i
88,1.1380606288913706,1.1388484918703696
88,1.1781495307095782-7.006861862255729E-16i,1.1789651466578035-7.011712611785313E-16i
88,1.2379374753528112-4.315257273818536E-16i,1.2387944816338354-4.3182446642655725E-16i
88,1.2746011263944839,1.2754835143929644
88,1.315533679021014-1.3005302680724225E-15i,1.316444404036022-1.3014306064421632E-15i
88,1.3253038296619397-2.7590118469973862E-16i,1.3262213184114922-2.760921871153996E-16i
88,1.329963997115793,1.3308847120321414
88,1.332293658567145,1.3332159862745563
88,1.376459214758739,1.3774121176444727
88,1.4404474886363832-3.869228513483854E-16i,1.4414446896823367-3.8719071246453977E-16i
88,1.4411308741749038-8.706890905196345E-16i,1.4421285483188209-8.712918560342514E-16i
88,1.4430591717369698-3.259767370808043E-16i,1.4440581808135111-3.2620240608001316E-16i
88,1.4636876562678887+2.6592297583288605E-16i,1.464700946147106+2.6610707047829005E-16i
88,1.563223675092739,1.5643058723239183
89,1.7459528713869225E-9-1.8914991796031708E-6i,1.7471615694083826E-9-1.8928086372371356E-6i
89,2.3084739579492313E-9-1.3784451324823074E-6i,2.310072081215497E-9-1.379399410190273E-6i
89,2.4753117955543715E-9-1.6095737450628695E-6i,2.477025418252221E-9-1.6106880297797912E-6i
89,6.140292916929052E-9+1.1622330304071376E-6i,6.144543753261182E-9+1.1630376275914896E-6i
89,2.2019384623852465E-8-6.100276703347306E-7i,2.2034628326626342E-8-6.104499837031229E-7i
89,8.37387488901463E-8+7.245639861510597E-8i,8.379672001970071E-8+7.250655913609337E-8i
89,7.913820015306098E-7-2.0975450413517735E-8i,7.919298638899812E-7-2.098997141567624E-8i
89,1.11739622047428E-6+2.845559526376796E-8i,1.118169777781014E-6+2.8475294662450736E-8i
89,1.4363519573704361E-6-2.9623888604029685E-9i,1.4373463231390923E-6-2.9644396795362027E-9i
89,1.6673775121540794E-6+1.1595988096511895E-10i,1.6685318135862638E-6+1.1604015832024595E-10i
89,1.911440464200869E-6-1.9263315862319716E-10i,1.9127637268988956E-6-1.927665157839266E-10i
89,0.2153927807847118+1.497015556781528E-15i,0.21554189410399888+1.4980519190861644E-15i
89,0.2899896902605926+1.753317015984298E-16i,0.29019044594570087+1.7545308120969787E-16i
89,0.5196046895910273+1.3758838312373765E-16i,0.5199644044324431+1.3768363357933873E-16i
89,0.5924032609124524+6.8760157321566E-17i,0.5928133731560908+6.880775898795225E-17i
89,0.6023347394864292+7.114984436746694E-16i,0.6027517271496161+7.119910037977034E-16i
89,0.6963546022859836+9.362521297546592E-17i,0.6968366785457792+9.369002836168671E-17i
89,0.7144767745343965+1.2387714961730819E-15i,0.7149713965129801+1.2396290798347052E-15i
89,0.8484701849683941-6.974349198551887E-16i,0.8490575686547732-6.979177440032751E-16i
89,0.8970616283966883+1.6940531821631963E-16i,0.8976826512393667+1.6952259507774505E-16i
89,0.9114275356049777+1.1640786799438637E-16i,0.9120585037582676+1.1648845548448023E-16i
89,0.9231304907801505,0.9237695607207208
89,0.981012816657333-2.9748316899030944E-16i,0.9816919576982817-2.9768911230279456E-16i
89,1.007975396244611,1.0086732030909973
89,1.037989701246864-6.881982050998533E-16i,1.038708286564231-6.886746348033744E-16i
89,1.1251172620803958-2.3160818628990267E-16i,1.125896164553008-2.317685253008293E-16i
89,1.1454152410978162+6.45655610702702E-16i,1.1462081955688985+6.461025887809713E-16i
89,1.1701797879670617-1.375842553621082E-16i,1.170989886577195-1.3767950296011934E-16i
89,1.2350260126753072+2.1901789304417853E-16i,1.2358810033926608+2.1916951597646116E-16i
89,1.2686455584190963,1.2695238234636606
89,1.3103896795654344-9.815963067493865E-15i,1.3112968434637213-9.822758517321203E-15i
89,1.3247480569942325+1.8256189460068418E-15i,1.3256651609903731+1.8268827957041287E-15i
89,1.3253797824884255,1.3262973238190254
89,1.3261416053697772,1.3270596740993836
89,1.369099016464314+2.4107605932702683E-15i,1.3700468239907961+2.412429528100672E-15i
89,1.4356717170768332,1.4366656119249335
89,1.4392660977349943+1.258301881731135E-15i,1.4402624809210454+1.2591729859973345E-15i
89,1.4414421276198852+1.9399095603324564E-15i,1.4424400172400786+1.9412525317756222E-15i
89,1.4584120221560297+2.3550791035451013E-16i,1.45942165978975+2.3567094908822896E-16i
89,1.5629384126850014+4.908744144055389E-16i,1.5640204124331252+4.912142396913189E-16i
90,1.4021588337815567E-9-1.8936062306453236E-6i,1.403129528143323E-9-1.8949171469603717E-6i
90,2.8663799409940543E-9-1.597166245782943E-6i,2.8683642945354426E-9-1.59827194096685E-6i
90,4.320879955204661E-9-1.3654586923863918E-6i,4.323871238153023E-9-1.3664039797689557E-6i
90,6.124405339277121E-9+1.153622204454137E-6i,6.128645176868113E-9+1.1544208404877253E-6i
90,2.308328740503716E-8-5.814204804541573E-7i,2.309926763238036E-8-5.818229894770975E-7i
90,7.46418661230827E-8+1.2323344754225205E-7i,7.469353961174304E-8+1.2331876028274073E-7i
90,8.110022644527525E-7-2.7315117888601696E-8i,8.115637096375044E-7-2.7334027751226844E-8i
90,1.116273312799437E-6+3.1484341265909025E-8i,1.117046092733364E-6+3.1506137421818356E-8i
90,1.4402647538130904E-6-3.2764544694328672E-9i,1.441261828354358E-6-3.278722711662947E-9i
90,1.6667562933662687E-6+4.4903334266353387E-10i,1.6679101647376352E-6+4.4934420197809027E-10i
90,1.911691151075652E-6-1.7391483400877733E-10i,1.9130145873205908E-6-1.7403523274302381E-10i
90,0.20366964001338028+4.0946384313460595E-15i,0.20381063757118958+4.097473090546587E-15i
90,0.2721352264416076-9.762568409071634E-16i,0.2723236217386172-9.769326894546127E-16i
90,0.5223164843352044,0.5226780765130566
90,0.5959088276309437,0.5963213667279218
90,0.6047182872766907+1.165634722663178E-15i,0.6051369250356765+1.1664416747900756E-15i
90,0.7054220487588597+9.714491449587328E-17i,0.7059104022812271+9.721216652075344E-17i
90,0.7090321401337594-2.597790878894219E-16i,0.7095229928703803-2.599589292097087E-16i
90,0.8462565997561373,0.8468424510093618
90,0.8959710232696142+1.00342033161604E-16i,0.8965912911020739+1.004114985056802E-16i
90,0.9181435228967144,0.9187791404312591
90,0.93421341300437-3.2144304790913807E-16i,0.9348601554923406-3.216655783006436E-16i
90,0.9792070038905207-8.169603237366981E-16i,0.9798848947933047-8.175258936000632E-16i
90,1.0086986318566815-1.6986228110530432E-16i,1.0093969393886635-1.6997987431555497E-16i
90,1.042796255914847-7.155836480914441E-16i,1.0435181687407695-7.160790363426462E-16i
90,1.1340969749912981-4.761483930081112E-16i,1.1348820939898008-4.76478023681414E-16i
90,1.151889947392681+4.207322125575887E-16i,1.1526873842096597+4.2102347940746597E-16i
90,1.1617561704114856,1.1625604374725318
90,1.231559405096302-2.3547058752314735E-16i,1.232411995931167-2.3563360041880777E-16i
90,1.2621217087810317-1.7331131779610992E-16i,1.262995457458471-1.7343129872477635E-16i
90,1.3057269200496748+1.937137712752003E-15i,1.3066308559867188+1.9384787652850187E-15i
90,1.3183495342785447-9.15176328579322E-16i,1.3192622086695835-9.158098919679847E-16i
90,1.3216270574770101+4.363654033818435E-16i,1.322542000850145+4.366674928645238E-16i
90,1.3272683648744625-4.1583703527668523E-16i,1.3281872136434425-4.161249132658486E-16i
90,1.3624555666445213+4.192466443604746E-16i,1.3633987750063958+4.1953688277288945E-16i
90,1.4310942675738993-2.0823765260315149E-16i,1.4320849935196494-2.0838181253027198E-16i
90,1.4375530908820275-8.981933847940512E-16i,1.438548288178111-8.988151911353798E-16i
90,1.4399412762530859-3.4176864628239465E-16i,1.4409381268554986-3.4200524779285276E-16i
90,1.4534251170048336+6.840734559765088E-16i,1.4544313022759565+6.845470301756311E-16i
90,1.5617066743392938-2.296822191358854E-16i,1.5627878213727047-2.298412248274959E-16i
91,1.6998869291796353E-9-1.8900602263995222E-6i,1.7010637364129106E-9-1.891368687866913E-6i
91,2.460536408279479E-9-1.379017206922758E-6i,2.4622398021895656E-9-1.3799718806696174E-6i
91,2.6334714590889498E-9-1.6158140920695297E-6i,2.635294573443488E-9-1.6169326968887884E-6i
91,4.878687046894785E-9+1.1715268649196054E-6i,4.88206449165721E-9+1.1723378960917076E-6i
91,2.6020367479774452E-8-6.069592669808159E-7i,2.6038381005343154E-8-6.073794561377683E-7i
91,6.055166759535502E-8+1.1564743307726465E-7i,6.059358664255157E-8+1.1572749412921986E-7i
91,8.030815843979989E-7-2.1255485523409342E-8i,8.036375462100506E-7-2.1270200389840365E-8i
91,1.1009781554511456E-6+2.7317987264180645E-8i,1.1017403467679753E-6+2.733689911323317E-8i
91,1.436547098540056E-6-3.591259655951263E-9i,1.437541599402133E-6-3.5937458332770296E-9i
91,1.6670251715622133E-6-1.6589237287902448E-11i,1.6681792290740814E-6-1.660072177789988E-11i
91,1.911666892009303E-6-1.704813674191116E-10i,1.9129903114600395E-6-1.7059938921389902E-10i
91,0.19155904759199704+2.7924486039283456E-15i,0.1916916611611327+2.794381775870104E-15i
91,0.25422043440026676+7.741238951076672E-17i,0.25439642754481845+7.746598099285745E-17i
91,0.525450071426665+8.371580053147092E-17i,0.5258138329417196+8.377375577420723E-17i
91,0.5993562036563214+1.2597068358283414E-16i,0.5997711293220606+1.2605789127240232E-16i
91,0.6070891420678061+1.3135469719079403E-15i,0.6075094211354103+1.3144563215542334E-15i
91,0.7032223498609519,0.7037091805634601
91,0.7147137215015337+3.732740203337802E-16i,0.7152085075150892+3.7353243256084197E-16i
91,0.8438714291887038,0.8444556292227042
91,0.8949716687461975,0.8955912447399168
91,0.9249750579245231,0.9256154048323554
91,0.9453960515065094+2.656172663108303E-16i,0.9460505355740231+2.658011493179361E-16i
91,0.9771887730979475-5.957195010017411E-16i,0.9778652668086274-5.961319090306211E-16i
91,1.009719990160115+5.415290124821824E-16i,1.0104190047637371+5.419039052165038E-16i
91,1.0477389688319363+2.629614934034821E-16i,1.0484643034268089+2.6314353785726197E-16i
91,1.1427160853942504-6.71913333774255E-16i,1.1435071712787221-6.723784896959499E-16i
91,1.1530214061128201-2.603402507419285E-16i,1.1538196262223714-2.6052048054717424E-16i
91,1.1572672145049683+2.9952736665220393E-16i,1.1580683739265063+2.997347251332826E-16i
91,1.2273970060049362-1.972491619150973E-16i,1.2282467152708718-1.9738571466840966E-16i
91,1.25506965453452-2.4773335281184803E-16i,1.2559385211763932-2.4790485504326597E-16i
91,1.3018973691585032-1.4653952223269795E-15i,1.3027986539526317-1.4664096943295812E-15i
91,1.313374810110967-1.2404793979176033E-15i,1.3142840405721283-1.2413381639350014E-15i
91,1.318612194175517,1.3195250504022187
91,1.328514367737399,1.3294340790962114
91,1.356526582199253-2.2163003174941742E-16i,1.3574656860106062-2.2178346302769637E-16i
91,1.4267228218128003+3.09918446038251E-16i,1.427710521469623+3.101329981138995E-16i
91,1.4359817556972818-1.5754628496235036E-15i,1.4369758651806526-1.5765535198588985E-15i
91,1.4385502157598085+6.350622835168323E-16i,1.4395461033510808+6.355019279872934E-16i
91,1.4487618264360123+6.298789929704623E-16i,1.4497647833782517+6.303150491235462E-16i
91,1.559338541642346+2.0530244170293635E-16i,1.560418049251605+2.0544456962583396E-16i
92,1.5475224305271042E-9-1.8923079136532452E-6i,1.5485937580128557E-9-1.8936179311621425E-6i
92,3.213759234393221E-9-1.6058828889080228E-6i,3.2159840736152417E-9-1.6069946184983974E-6i
92,4.824133017876496E-9+1.1634764071534343E-6i,4.827472695670511E-9+1.164281865109596E-6i
92,8.967302982314937E-9-1.3717837537786435E-6i,8.973510916990718E-9-1.3727334199100933E-6i
92,3.528065317637715E-8-5.632164457327346E-7i,3.5305077464334156E-8-5.636063523646761E-7i
92,5.262624582692047E-8+2.1111327838859354E-7i,5.2662678218796746E-8+2.1125942907002037E-7i
92,8.294977497660524E-7-2.8100789219587985E-8i,8.300719991088492E-7-2.8120242991157556E-8i
92,1.101341639612574E-6+2.668391962113517E-8i,1.1021040825642523E-6+2.6702392514292507E-8i
92,1.4405015428660623E-6-3.5641326209084907E-9i,1.4414987813329803E-6-3.5666000185786764E-9i
92,1.6675167510281814E-6+7.815365008494595E-10i,1.6686711488534327E-6+7.820775473105392E-10i
92,1.9116021972250286E-6-1.2883656541209853E-10i,1.9129255718884982E-6-1.2892575711037253E-10i
92,0.17910381626775362+9.125106592137152E-15i,0.17922780725966792+9.131423771978765E-15i
92,0.23625250748150595-1.4168873141224338E-15i,0.23641606168908952-1.4178682047989683E-15i
92,0.5289647755679552-7.831406672941824E-17i,0.5293309702620556-7.836828242965828E-17i
92,0.6027168296226058,0.6031340818012897
92,0.6094255260819976+1.3183966818535986E-15i,0.6098474225945981+1.3193093888842245E-15i
92,0.697135372725121-5.868471668242001E-16i,0.6976179895010445-5.872534326639399E-16i
92,0.7241909185760238-1.0052210684307472E-16i,0.7246922655165899-1.0059169684956655E-16i
92,0.841441571966001-2.8910001013291246E-16i,0.8420240898448494-2.8930014990528454E-16i
92,0.8940639108924205-1.626029282685536E-16i,0.8946828584584544-1.6271549593341028E-16i
92,0.9317483226739447,0.9323933586153905
92,0.9565656014103178,0.9572278179963263
92,0.9749279912492528-7.215615628858688E-16i,0.9756029198532267-7.220610895613678E-16i
92,1.011119590984703,1.011819574511814
92,1.0528209154318693-3.538231554284617E-16i,1.0535497681851649-3.5406810210194976E-16i
92,1.144128433787067-2.8203371689989723E-16i,1.1449204974199851-2.8222896477925793E-16i
92,1.15083205154382-8.337566933262111E-16i,1.151628755994742-8.343338910742821E-16i
92,1.1613276975529325-5.1001239345869E-16i,1.1621316679883913-5.103654676916755E-16i
92,1.2224262548853084-4.3117919389697015E-16i,1.2232725229718502-4.3147769304153426E-16i
92,1.2475523043895516-3.93552475214158E-16i,1.2484159668782109-3.9382492592341125E-16i
92,1.2991304607710368+3.9773918222746995E-15i,1.3000298300743478+3.980145313336769E-15i
92,1.310081268400557-7.763446270532194E-16i,1.3109882187902373-7.768820792548617E-16i
92,1.3162371833932602+2.8273876222452737E-16i,1.3171483954342107+2.8293449819660976E-16i
