% Model,yuinrods.mph
% Version,COMSOL 5.4.0.388
% Date,"Aug 13 2026, 13:14"
% Table,Table 6 - Global Evaluation 2 (freq*a/c_const)
% U,lambda (THz),freq*a/c_const (1)
23,5.0594047022486954E-9+1.1474096012730324E-6i,5.062907255240586E-9+1.1482039364109344E-6i
23,5.165311650672533E-9-1.3689101598137442E-6i,5.168887521519169E-9-1.3698578365974879E-6i
23,3.226016793082012E-8-5.700476599842803E-7i,3.228250118035336E-8-5.704422957674407E-7i
23,8.96410740038506E-8+2.989613307655647E-8i,8.970313122805504E-8+2.9916829738815314E-8i
23,8.256166941391079E-7-1.8247582333842066E-8i,8.261882566830029E-7-1.8260214872225436E-8i
23,1.1054651761379193E-6+1.874536877768461E-8i,1.1062304737545323E-6+1.875834592645217E-8i
23,1.439809420256164E-6-5.362477930756744E-9i,1.4408061795765695E-6-5.366190296978796E-9i
23,1.6679801434913187E-6+6.504010701142398E-10i,1.6691348621164963E-6+6.508513334056987E-10i
23,1.911521444088362E-6-6.736118025544566E-10i,1.9128447628475984E-6-6.740781343016207E-10i
23,0.21778624955357848+1.2298752109852909E-15i,0.21793701983681504+1.2307266358768347E-15i
23,0.29306563406281777-9.39914240116019E-16i,0.2932685191795096-9.405649292044753E-16i
23,0.48351519471007204,0.48384992531407045
23,0.5612497491098432+1.3101262087103035E-15i,0.5616382942260439+1.311033190211513E-15i
23,0.6333152534916983-3.7774854961610546E-16i,0.6337536885184398-3.7801005949533136E-16i
23,0.710662351985057+1.6020837215321337E-15i,0.7111543332938585+1.6031928210136628E-15i
23,0.7151558266489161-7.044655649169914E-16i,0.7156509187254966-7.049532562793739E-16i
23,0.8449884676516308-1.948785328889643E-16i,0.8455734409952675-1.9501344448995208E-16i
23,0.8505252025312947-3.5138323371044073E-15i,0.851114008876729-3.5162649126127183E-15i
23,0.9491892086998731-1.881930079440387E-15i,0.9498463187154692-1.883232912524157E-15i
23,0.9528205877534294-5.530665160556237E-16i,0.9534802117204324-5.53449396037465E-16i
23,0.9797155081320522+1.746445589570159E-15i,0.9803937510649974+1.7476546286933198E-15i
23,1.0567049995584639+3.963988026267486E-16i,1.057436541207248+3.9667322380746675E-16i
23,1.0721129712382544-2.2448703587796335E-16i,1.0728551796038721-2.2464244501904383E-16i
23,1.1215184172619426,1.1222948283061303
23,1.1695295839567645+1.3399637715650277E-16i,1.1703392324400281+1.3408914091811752E-16i
23,1.1744044500921174-5.452585797005174E-16i,1.1752174733749814-5.456360543604976E-16i
23,1.18685874042958-6.008925308569933E-15i,1.1876803856382339-6.013085200999218E-15i
23,1.2039890610908355-9.615099341628284E-16i,1.2048225653737112-9.621755736391759E-16i
23,1.316332332652662+1.4060694192549265E-15i,1.3172436105640741+1.407042820858682E-15i
23,1.3197190759816122+1.5485577882152677E-16i,1.3206326984866432+1.5496298324642318E-16i
23,1.3238260446673393-3.7761428875601236E-15i,1.3247425103676285-3.778757056883789E-15i
23,1.3271651780051514-8.476801520085847E-16i,1.328083955339348-8.482669887665266E-16i
23,1.337143043132272+1.2499407541008118E-15i,1.3380687279987595+1.2508060700787993E-15i
23,1.360988683903793,1.3619308767638774
23,1.3883586092230742+4.584815365797596E-15i,1.3893197498881784+4.5879893674285785E-15i
23,1.5294398912842913+2.4417879950993315E-16i,1.530498700488614+2.443478409753055E-16i
23,1.5333098763137363-7.127085782629858E-16i,1.5343713646529455-7.132019761447626E-16i
23,1.5670884810058108-5.28425353741465E-16i,1.5681733537864493-5.287911750016055E-16i
24,1.2388486701345182E-9-1.8945202001800547E-6i,1.2397063072225634E-9-1.8958317492230452E-6i
24,2.8299257104295215E-9-1.5966240876569898E-6i,2.8318848272322327E-9-1.5977294075126364E-6i
24,4.684216316862285E-9-1.372978948634554E-6i,4.687459132339764E-9-1.373929442182185E-6i
24,6.727907305296833E-9+1.1387497070484257E-6i,6.732564938605126E-9+1.1395380470663063E-6i
24,2.788259584702796E-8-5.983728835439818E-7i,2.79018985664689E-8-5.987871284713724E-7i
24,1.5802794869772985E-7+9.216235015568965E-9i,1.5813734917013472E-7+9.222615282305365E-9i
24,8.011539542701636E-7-1.7219277493012624E-8i,8.017085816116463E-7-1.723119815076798E-8i
24,1.1212960153743062E-6+1.808323380814224E-8i,1.1220722724528708E-6+1.8095752570408797E-8i
24,1.4368738707136272E-6-4.934776786309054E-9i,1.4378685977953726E-6-4.938193061190072E-9i
24,1.668498972238647E-6+3.906075098054219E-10i,1.6696540500414926E-6+3.908779217575466E-10i
24,1.9116507595089195E-6-4.273948932926802E-10i,1.9129741677913585E-6-4.2769077262045076E-10i
24,0.22547316853162785-4.1862655963652182E-16i,0.22562926035813868-4.189163687732149E-16i
24,0.3053572344230407-1.5068524353293563E-15i,0.3055686288375947-1.5078956075633058E-15i
24,0.4782719083649547,0.4786030091173488
24,0.5532523894723476+1.2816757692426181E-15i,0.5536353981316776+1.2825630549144282E-15i
24,0.6336344512036372,0.6340731072063566
24,0.7124750228129395+4.3483264472850994E-16i,0.7129682590076427+4.3513367310445467E-16i
24,0.7156767272700585-7.203309892349751E-16i,0.716172179958635-7.208296640020627E-16i
24,0.8449813832222424-1.179032883285402E-15i,0.8455663516614308-1.1798491107658907E-15i
24,0.8462989516531578,0.8468848322259906
24,0.9481728368739786+1.3413521023629808E-16i,0.9488292432700011+1.3422807011005403E-16i
24,0.9513346736270167-7.324850369240359E-16i,0.9519932689170751-7.329921257632531E-16i
24,0.9793077495865694+3.9657406252544403E-16i,0.9799857102341475+3.968486050360653E-16i
24,1.0555503340836616+2.441578821078228E-16i,1.0562810763741712+2.44326909092379E-16i
24,1.0770480917292133-5.834026990581072E-16i,1.0777937166076539-5.838065803424319E-16i
24,1.1226398986861097-1.5217845301915865E-15i,1.1234170861157318-1.5228380396997044E-15i
24,1.1684004893701947,1.1692093561975412
24,1.1777963617733729,1.1786117332278312
24,1.1837382548782036,1.1845577398196623
24,1.2000459168823028,1.200876691383246
24,1.3162402697306435-1.906671073584537E-15i,1.317151483908221-1.907991034502146E-15i
24,1.3181526833888388-2.257835451660808E-16i,1.3190652215028427-2.259398518618645E-16i
24,1.320852858740315,1.321767266146817
24,1.3253303318523715,1.3262478389490087
24,1.337308491830025+4.881447645707283E-16i,1.3382342912342629+4.884827001592498E-16i
24,1.368982567291131+2.4420264708785323E-16i,1.3699302942015283+2.443717050625602E-16i
24,1.395884223920497+1.9363845364264464E-15i,1.3968505744602457+1.9377250675463418E-15i
24,1.5294892263203523+4.1145690657499634E-16i,1.5305480696786096+4.117417522641577E-16i
24,1.536029868261118,1.5370932396115693
24,1.570162511369617-7.830085845019022E-16i,1.571249512257193-7.835506500652884E-16i
25,1.3832837645850355E-9-1.894569256439616E-6i,1.3842413920083025E-9-1.8958808394435484E-6i
25,3.0732581916764372E-9-1.5970311244676701E-6i,3.075385764050579E-9-1.598136726109037E-6i
25,4.485985820162748E-9-1.3671902355894655E-6i,4.489091403522981E-9-1.368136721694445E-6i
25,8.73940688528148E-9+1.1481993821265191E-6i,8.74545705077225E-9+1.1489942640183288E-6i
25,3.1828455320999125E-8-5.706196919337119E-7i,3.185048970211164E-8-5.710147237263505E-7i
25,9.371113569992299E-8+1.2048921445050766E-9i,9.377601056920817E-8+1.2057262739795908E-9i
25,8.257176707814607E-7-1.380413274002574E-8i,8.262893032300305E-7-1.3813689142265618E-8i
25,1.109161439813476E-6+1.6807451407345858E-8i,1.1099292963001852E-6+1.6819086963834685E-8i
25,1.4406870002249858E-6-4.6322579025629125E-9i,1.4416843670813618E-6-4.6354647479786625E-9i
25,1.6675073892352295E-6+5.52839760409824E-10i,1.668661780579446E-6+5.532224834119984E-10i
25,1.9115295375856082E-6-6.92074751040528E-10i,1.912852861947856E-6-6.925538644209601E-10i
25,0.23282643647780793-2.7691001536017E-15i,0.23298761886579006-2.7710171617476447E-15i
25,0.3175642048126486-9.691073916973947E-17i,0.31778404993695525-9.697782907841477E-17i
25,0.473156286972247-6.059799984620584E-17i,0.4734838462536442-6.063995096855223E-17i
25,0.5448354041066875+1.2922830707322613E-15i,0.5452125858083002+1.2931776996860886E-15i
25,0.6339360729967366+7.489996626019579E-17i,0.6343749378078783+7.495181842786297E-17i
25,0.7101450262052966-4.520780367608893E-16i,0.7106366493769132-4.523910038733089E-16i
25,0.7207839577522495-2.9143847283418134E-16i,0.7212829461029164-2.9164023149059474E-16i
25,0.8392374549984855-1.279982142677741E-16i,0.839818446998909-1.2808682558762777E-16i
25,0.8475525576499073-4.317644550846117E-16i,0.8481393060761128-4.32063359397065E-16i
25,0.9472241118706686-4.693590453501069E-16i,0.9478798614780382-4.696839758558304E-16i
25,0.9499090779849906+1.1016186511401653E-16i,0.9505666863557226+1.1023812858629338E-16i
25,0.9791226777045211-4.591336456313569E-16i,0.9798005102295012-4.594514972401576E-16i
25,1.0544295315031333+6.014899506082803E-16i,1.055159497878162+6.019063534362966E-16i
25,1.0820980948984908-8.973756514762952E-16i,1.0828472158213776-8.979968917126278E-16i
25,1.1238429145048214-3.033939379716527E-16i,1.1246209347649647-3.0360397322435577E-16i
25,1.1673477369784993-2.388097404403948E-16i,1.1681558750005303-2.3897506498351743E-16i
25,1.1805803922749454-7.444264420835761E-16i,1.1813976910736146-7.449417977855627E-16i
25,1.1811447629757292-3.24221757931161E-16i,1.1819624524801045-3.24446211983586E-16i
25,1.1957514460092649-5.551898601168613E-16i,1.196579247509887-5.555742100592084E-16i
25,1.316142616398125,1.3170537629717072
25,1.316500679469677,1.3174120739251654
25,1.3167460596867828+3.741715494030917E-16i,1.3176576240154607+3.744305829765988E-16i
25,1.3250434278039125,1.32596073628101
25,1.3374326846613662-5.862796844705198E-16i,1.338358570042512-5.86685557450401E-16i
25,1.3773736248537105-2.981213797066817E-16i,1.3783271607723804-2.98327764843252E-16i
25,1.4034817634696655-3.662300451466937E-15i,1.4044533736765974-3.664835809312057E-15i
25,1.52835271158707-4.921177370548257E-16i,1.5294107681525497-4.924584230749651E-16i
25,1.5375964498852193+9.347076007317562E-16i,1.5386609057575615+9.353546853387714E-16i
25,1.5727908722215793-2.0644539216266035E-16i,1.5738796926855103-2.065883113336964E-16i
26,1.2184209472705866E-9-1.8947486388852647E-6i,1.2192644425403655E-9-1.8960603460730802E-6i
26,3.3712846966844796E-9-1.59658641100804E-6i,3.3736185885148046E-9-1.5976917047806854E-6i
26,4.014034154929528E-9-1.364868937995402E-6i,4.01681301295064E-9-1.3658138170994967E-6i
26,9.800902742960834E-9+1.149459328950197E-6i,9.807687766742451E-9+1.1502550830850424E-6i
26,3.221224383268356E-8-5.773203072200023E-7i,3.2234543905054036E-8-5.777199777520777E-7i
26,1.1038429555334343E-7-1.880780913795771E-9i,1.1046071301100918E-7-1.8820829513287195E-9i
26,8.238129620660687E-7-8.860543494044575E-9i,8.243832759122333E-7-8.866677520664554E-9i
26,1.1084780483621107E-6+1.4834302811381436E-8i,1.1092454317467625E-6+1.4844572385521554E-8i
26,1.4419972646226376E-6-5.167837113128592E-9i,1.4429955385561808E-6-5.171414732316507E-9i
26,1.6669603778975678E-6+6.289670162321206E-10i,1.6681143905537152E-6+6.294024410368461E-10i
26,1.9114082483074203E-6-7.397112279764544E-10i,1.912731488702848E-6-7.4022331940364E-10i
26,0.23979939447946969+1.2201211688759432E-15i,0.2399654041458271+1.2209658411846468E-15i
26,0.3296719098248712-2.5125792425187907E-15i,0.32990013693893977-2.514318664933316E-15i
26,0.4682133579318859+7.923631556061339E-16i,0.4685374952947141+7.929116972043378E-16i
26,0.5360451966146204+1.3626064780584515E-15i,0.536416292982214+1.3635497908941238E-15i
26,0.6342175438340139+1.7259970800021634E-16i,0.6346566035033615+1.7271919629167221E-16i
26,0.7081381911252614-1.4543979757921183E-16i,0.7086284249938617-1.4554048345593652E-16i
26,0.7259831906562566+6.400098247413465E-16i,0.7264857783609652+6.404528943233252E-16i
26,0.8333388705585573-3.4863575934349394E-16i,0.8339157790539452-3.4887711485739967E-16i
26,0.8487363416470708-2.0274985692151804E-16i,0.8493239095898845-2.0289021772674285E-16i
26,0.94634865794458-3.9676829352052465E-16i,0.9470038014878078-3.970429704944658E-16i
26,0.9485673544684528-1.673101051854562E-15i,0.9492240339833227-1.6742593156108302E-15i
26,0.9791087333057402-2.6692321379754684E-16i,0.9797865561772139-2.671080008932848E-16i
26,1.0533569568714667+7.895761430522364E-16i,1.0540861807185289+7.901227552417976E-16i
26,1.0872292893650248-9.437654871627239E-16i,1.087981962539923-9.444188424140314E-16i
26,1.125123756934291+1.1003798377078853E-15i,1.1259026639031968+1.1011416148179604E-15i
26,1.1663781763815313,1.1671856431907282
26,1.1774268274989392-1.9117374333306273E-16i,1.1782419431301427-1.9130609016161047E-16i
26,1.1844188533456597,1.185238809455633
26,1.1911925125218292+3.69650881574065E-16i,1.1920171579384722+3.6990678555435673E-16i
26,1.3121410786645997-7.842985090532895E-16i,1.3130494550312533-7.848414676128605E-16i
26,1.315493200665537,1.3164038976579626
26,1.3160490427151461-9.325552476396913E-16i,1.3169601245090157-9.332008422036667E-16i
26,1.3249631567996363,1.3258804097062735
26,1.3375272574890813-1.3240607510720004E-15i,1.3384532083416334-1.3249773792561523E-15i
26,1.3860607491169585+8.441503931093192E-16i,1.3870202990066132+8.447347862660231E-16i
26,1.4110868890166086-5.155352041627326E-16i,1.4120637641424008-5.158921017580095E-16i
26,1.5260202949919097+1.6334923893741781E-15i,1.5270767368589802+1.6346232326239955E-15i
26,1.5379042935387837+5.621299235279052E-16i,1.5389689625268528+5.625190779761762E-16i
26,1.5750146803971117,1.5761050403714076
27,1.1026398157340716E-9-1.8943487589567627E-6i,1.103403157394378E-9-1.8956601893134643E-6i
27,2.937370420085655E-9-1.3672086445174944E-6i,2.9394039193130618E-9-1.3681551433667095E-6i
27,3.3290547083794273E-9-1.5964894983933916E-6i,3.331359364997194E-9-1.5975947250748298E-6i
27,1.0008698804319958E-8+1.14618851950118E-6i,1.0015627682321439E-8+1.1469820093017617E-6i
27,2.653930298073937E-8-5.903004986542287E-7i,2.655767575787984E-8-5.907091551858473E-7i
27,1.327929010185367E-7-2.033192564975521E-8i,1.3288483163095787E-7-2.034600114899009E-8i
27,8.127761341854832E-7-6.336956088133229E-9i,8.133388073946975E-7-6.341343071545744E-9i
27,1.1153735718165238E-6+1.375167135546901E-8i,1.1161457288727295E-6+1.3761191439448098E-8i
27,1.439375734487085E-6-4.093905347239244E-9i,1.44037219357308E-6-4.096739498936204E-9i
27,1.6674331927066326E-6+4.446588144122829E-10i,1.6685875326856614E-6+4.4496664530394835E-10i
27,1.911578051378975E-6-6.727489228005755E-10i,1.912901409326623E-6-6.732146571885162E-10i
27,0.24633806032107725-1.2772053410856398E-15i,0.24650859661160376-1.2780895319444357E-15i
27,0.34166058749952816-1.3515767794253347E-15i,0.3418971142024475-1.3525124565595324E-15i
27,0.4634955580210366-8.871749543397771E-16i,0.46381642931894895-8.877891327804287E-16i
27,0.5269330057602372+1.3092800568533376E-15i,0.5272977938893684+1.310186452575806E-15i
27,0.6344764421844077,0.6349156810853537
27,0.7064265107636823+5.565173649640031E-16i,0.7069155596606259+5.569026339188323E-16i
27,0.7312723882636908-2.5112557385699795E-16i,0.7317786376037093-2.512994244741786E-16i
27,0.827327263632236-5.519148276280784E-16i,0.8279000103787494-5.522969103126121E-16i
27,0.8498375199596604,0.8504258502323568
27,0.9455515746347996,0.9462061663687346
27,0.947328263564247-1.1188740547500005E-15i,0.9479840852743335-1.1196486351401145E-15i
27,0.9792190359181222,0.9798969351505055
27,1.0523471835862905,1.0530757083818538
27,1.0924088153982563-1.8182036239990376E-15i,1.0931650742844132-1.8194623401757197E-15i
27,1.1264753921358608-6.573691175349395E-16i,1.1272552348223457-6.578242047052492E-16i
27,1.1654976501867975,1.1663045074203944
27,1.1743173835284386+3.157049886043538E-16i,1.1751303465363747+3.159235466200625E-16i
27,1.1864439085199117-1.961456700120996E-15i,1.18726526654641-1.962814588338639E-15i
27,1.1875822938036136,1.1884044399178448
27,1.307968251052754,1.3088737386309635
27,1.3143884472922196,1.3152983794797997
27,1.3159640317615393+1.5493038129531204E-15i,1.3168750547035502+1.5503763736642637E-15i
27,1.324931124654708+3.843217090100977E-16i,1.325848355385953+3.845877693928821E-16i
27,1.3375999712582678+1.6687230982742688E-15i,1.3385259724495149+1.6698783312363404E-15i
27,1.3949631384382446,1.3959288513237826
27,1.4186358884680168+3.1675083388309353E-15i,1.4196179896573817+3.1697011592242275E-15i
27,1.522544146459313+1.8212155300224242E-15i,1.5235981818388302+1.8224763312982586E-15i
27,1.5369621719168183+3.27494548574276E-16i,1.5380261886876603+3.2772126833251686E-16i
27,1.576877666553104,1.5779693162458783
28,1.0187004419823562E-9-1.8944792711204012E-6i,1.0194056736234066E-9-1.8957907918287939E-6i
28,2.1819269658474926E-9-1.3689586148573207E-6i,2.1834374824541043E-9-1.369906325185793E-6i
28,3.3259972607848514E-9-1.5949588926773408E-6i,3.328299800775693E-9-1.5960630597424909E-6i
28,9.36481212892212E-9+1.1417508443746044E-6i,9.371295253453761E-9+1.142541262036623E-6i
28,2.5419567446375785E-8-5.983923513955374E-7i,2.543716504673622E-8-5.988066098002413E-7i
28,1.3561002678316483E-7-1.991471953343013E-8i,1.3570390765117062E-7-1.9928506206880754E-8i
28,8.005338624553682E-7-3.793769383746369E-9i,8.010880605162205E-7-3.7963957556394256E-9i
28,1.1214890274084688E-6+1.426142925664713E-8i,1.1222654181064843E-6+1.4271302238677863E-8i
28,1.4391737627171443E-6-4.773934015693153E-9i,1.4401700819809925E-6-4.777238941441101E-9i
28,1.6686471703776888E-6+2.126368694562458E-10i,1.6698023507759713E-6+2.127840748978206E-10i
28,1.911634637537803E-6-6.140404186479945E-10i,1.9129580346592336E-6-6.144655099842382E-10i
28,0.25238059355008247+3.5104402327563434E-15i,0.25255531299931744+3.5128704599596795E-15i
28,0.3535022314027033-7.478309453810181E-16i,0.35374695590511146-7.483486579715938E-16i
28,0.45906329048887623+2.7728820685507263E-16i,0.4593810933918253+2.774801694861909E-16i
28,0.5175566011093988+1.3135202952815086E-15i,0.5179148980886625+1.3144296264599577E-15i
28,0.6347105247231103-2.1987246894036378E-16i,0.6351499256760258-2.2002468348322866E-16i
28,0.7049831211626698+3.7313046352859196E-16i,0.7054711708217855+3.733887763733455E-16i
28,0.7366477863192452-1.1840034865395947E-15i,0.737157756969902-1.1848231550971118E-15i
28,0.8212407403074524-2.5044976656399098E-15i,0.8218092734415476-2.506231493295181E-15i
28,0.8508436820367715-5.978296866771134E-16i,0.8514327088609794-5.982435555571381E-16i
28,0.9448374357152316-5.827174685094528E-16i,0.94549153306108-5.831208754185399E-16i
28,0.9462067370157399+8.376327940520211E-16i,0.9468617823091532+8.382126751687873E-16i
28,0.9794118643876348,0.9800898971123898
28,1.0514146636349515,1.0521425428603859
28,1.097601276710709,1.0983611302630325
28,1.1278857472422879-1.5518018145649737E-15i,1.1286665662972961-1.552876104606648E-15i
28,1.164711051246781,1.165517363929263
28,1.1712924301743604+1.7191989277562987E-15i,1.1721032990506655+1.7203891044079886E-15i
28,1.181573704252508+3.7513282812429163E-16i,1.18239169070675+3.7539252717720967E-16i
28,1.190592192429309,1.1914164222529997
28,1.3040551654825696-1.1899162206746988E-15i,1.3049579440880092-1.1907399825328814E-15i
28,1.3134265714788838-7.121941106751286E-16i,1.3143358377736944-7.126871523984053E-16i
28,1.3158894192963466-2.85800035385521E-15i,1.3168003905852226-2.8599789063291346E-15i
28,1.324916737933344,1.3258339587048689
28,1.3376561537908729,1.3385821938764777
28,1.4040144562463752+1.6740462335114786E-15i,1.4049864352288426+1.6752051516033919E-15i
28,1.4260591139578764+4.217101327451097E-15i,1.4270463541393124+4.220020765950453E-15i
28,1.5180244897046753-4.490404122973935E-15i,1.5190753961909294-4.493512765061557E-15i
28,1.534898314510205+2.1035610503409007E-15i,1.5359609025022953+2.1050173153531104E-15i
28,1.5784221230939581-1.3176760319100721E-15i,1.5795148419917469-1.3185882400451234E-15i
29,1.0243200806107498E-9-1.8944058357289806E-6i,1.0250292026466687E-9-1.8957173055991093E-6i
29,1.6736124685609676E-9-1.373309707105258E-6i,1.6747710863636544E-9-1.3742604296322138E-6i
29,2.777013641940665E-9-1.594511948381068E-6i,2.778936128480589E-9-1.5956158060331202E-6i
29,8.00749790561174E-9+1.136815143880631E-6i,8.013041381059434E-9+1.137602144628299E-6i
29,2.6761428557021606E-8-6.046951040726571E-7i,2.6779955108498695E-8-6.051137257822448E-7i
29,1.3878471489160618E-7-1.4715572902791116E-8i,1.3888079355045633E-7-1.4725760281925887E-8i
29,7.958998713324509E-7-2.3684203573375537E-9i,7.964508613480039E-7-2.3700599806325552E-9i
29,1.1290586250197315E-6+1.428499093252761E-8i,1.129840256041129E-6+1.4294880225967135E-8i
29,1.4370530181062825E-6-3.6912985411653697E-9i,1.438047869209187E-6-3.6938539739702553E-9i
29,1.668471144857111E-6+2.082008049518031E-10i,1.6696262033954612E-6+2.0834493936982538E-10i
29,1.9116831353847306E-6-5.47629258036799E-10i,1.9130065660805224E-6-5.480083738832406E-10i
29,0.25785730558264014-8.220489764344264E-17i,0.25803581648072027-8.226180690987492E-17i
29,0.3651547701872693+2.9504714939706656E-16i,0.36540756157441684+2.952514062882795E-16i
29,0.45498493380160066-1.5746066821951285E-15i,0.45529991331696607-1.5756967597181464E-15i
29,0.5079851314881+1.2373013804519465E-15i,0.5083368022768271+1.238157946373634E-15i
29,0.6349177498149627+3.0239447162203627E-16i,0.6353572942268242+3.0260381495858335E-16i
29,0.703783343795536+6.830161039341079E-16i,0.7042705628660638+6.83488946143643E-16i
29,0.7421028830889498+8.732683957498137E-16i,0.7426166302245166+8.738729468802849E-16i
29,0.8151149895046802-2.0830417600142878E-16i,0.8156792818697395-2.084483819817396E-16i
29,0.851743025708393+9.193444956981946E-16i,0.8523326751352693+9.19980944648909E-16i
29,0.9442102872896899+2.1372058116436187E-16i,0.9448639504697177+2.1386853684394073E-16i
29,0.9452146347311678+7.486861167885807E-16i,0.9458689932064612+7.492044214020028E-16i
29,0.9796507912687673,0.9803289893991602
29,1.050573369631028-1.6792804019576545E-15i,1.0513006664407425-1.680442943588982E-15i
29,1.1027637299647146+1.0665898895208868E-14i,1.1035271574090577+1.0673282743365944E-14i
29,1.1293351102547127-1.1553399993904903E-15i,1.1301169326828553-1.1561398246287673E-15i
29,1.1640223992258025-7.416901031348291E-16i,1.1648282351644108-7.422035645087801E-16i
29,1.1683959926120935-1.0027431973585578E-15i,1.169204856326399-1.003437382029028E-15i
29,1.1766501087600445-1.028573566842928E-15i,1.1774646866800542-1.0292856335060917E-15i
29,1.1933982966231436+1.885307158183346E-16i,1.194224469072344+1.8866123291700814E-16i
29,1.300461308367503-2.4347069028265114E-16i,1.3013615989974332-2.436392415342061E-16i
29,1.312602843868933-1.2508827240890797E-15i,1.3135115399089856-1.2517486921793205E-15i
29,1.3158257197347745-9.153265314853056E-15i,1.3167366469253614-9.159601988572764E-15i
29,1.3249102845634475-2.7872798571923586E-16i,1.3258275008673974-2.7892094508852107E-16i
29,1.3376995476348146+3.3370875158245715E-15i,1.3386256177613527+3.3393977334392164E-15i
29,1.4131584716361785-2.4771334103588046E-15i,1.4141367808887757-2.478848294134342E-15i
29,1.433272474320429+4.9572791194257165E-15i,1.4342647082073314+4.9607109723477936E-15i
29,1.5125882784930245+5.792491292727315E-15i,1.5136354215685683+5.7965013510052825E-15i
29,1.5319314267903528-2.067650663185936E-16i,1.5329919608488143-2.0690820679544273E-16i
29,1.5796863365333853-2.2712576154968567E-15i,1.5807799306279264-2.2728299744253636E-15i
30,9.068050679514859E-10-1.375063841598879E-6i,9.074328360370086E-10-1.3760157784878754E-6i
30,1.21192995469378E-9-1.8928875812684996E-6i,1.2127689563429043E-9-1.8941980000729367E-6i
30,2.80101553169288E-9-1.5956846181529707E-6i,2.802954634395319E-9-1.596789287627413E-6i
30,7.458247136268319E-9+1.1294446388688168E-6i,7.46341037332065E-9+1.1302265371220414E-6i
30,1.2719218308172466E-8-5.99665416530939E-7i,1.2728023639779957E-8-6.000805562602968E-7i
30,1.6007164603855661E-7-4.894446851129904E-9i,1.6018246133319E-7-4.897835206177772E-9i
30,7.856904926304623E-7-5.2873534509685795E-9i,7.862344148402115E-7-5.291013809595483E-9i
30,1.1353839441768956E-6+1.4593818551856146E-8i,1.1361699541256259E-6+1.4603921642207701E-8i
30,1.4358777883230744E-6-2.680555351301736E-9i,1.4368718258313302E-6-2.6824110611565844E-9i
30,1.6677112343358816E-6-8.701749836646256E-11i,1.668865766799125E-6-8.707773932704726E-11i
30,1.91211164841951E-6-5.138010580186736E-10i,1.9134353757687026E-6-5.141567550895563E-10i
30,0.2626916165833153+2.0243288596825806E-15i,0.2628734742052603+2.0257302733905804E-15i
30,0.37655042220631046-2.7432287164551317E-15i,0.37681110263919027-2.7451278141778315E-15i
30,0.45133590084020603-3.526973121926229E-16i,0.4516483541826186-3.5294147946105723E-16i
30,0.4983101740116687+9.539062787428666E-16i,0.4986551469667079+9.545666543181014E-16i
30,0.6350962993949514-5.669149555243873E-16i,0.6355359674141149-5.673074225813785E-16i
30,0.7028053426962488+2.2626512683708326E-15i,0.7032918847107044+2.2642176692492036E-15i
30,0.7476263341061156+6.116421192027486E-16i,0.7481439050472533+6.120655502308352E-16i
30,0.8089856733241316+2.5104416460156275E-16i,0.8095457224518953+2.5121795886028866E-16i
30,0.852524608181363+1.0900278335758125E-15i,0.8531147986865263+1.0907824441425533E-15i
30,0.9436736451927562+2.5906562790629747E-16i,0.9443269368631909+2.592449753085157E-16i
30,0.9443613280878689+9.014716386157683E-15i,0.9450150958312656+9.020957144449927E-15i
30,0.9799046308411314+3.4801555987764974E-16i,0.9805830047010036+3.482564860363996E-16i
30,1.0498364212030142+6.439704578955853E-15i,1.0505632078339484+6.4441626936684175E-15i
30,1.107837161146841+5.794551791793917E-15i,1.1086041008545062+5.798563276525706E-15i
30,1.1307921704952342-1.7212566488141927E-15i,1.1315750016251915-1.7224482499965284E-15i
30,1.163434928679978-3.3800978416214766E-16i,1.1642403579211902-3.382437834665083E-16i
30,1.1656800686821107-3.1752187911538374E-16i,1.166487052201404-3.1774169493821997E-16i
30,1.1717515366739328-8.15251340029055E-15i,1.1725627233830538-8.158157267876182E-15i
30,1.1959427684394304+4.482530226465127E-16i,1.196770702389815+4.485633417567622E-16i
30,1.2972481173369954-3.651200278553207E-16i,1.298146183521063-3.6537279519085237E-16i
30,1.3119130862823978+4.832956026282169E-15i,1.3128213048132094+4.836301812117804E-15i
30,1.315772821429493+1.0404349082209325E-14i,1.3166837119993455+1.041155186319863E-14i
30,1.3249077361591362,1.3258249506988626
30,1.3377328247958284+6.102589443078883E-16i,1.3386589179596655+6.106814177839206E-16i
30,1.422345698212943-1.6348008478409696E-16i,1.4233303676501525-1.6359325969177345E-16i
30,1.4401648077363938+2.1023650295404175E-15i,1.4411618130864323+2.1038204665646565E-15i
30,1.506369435732538+3.319446644405307E-14i,1.5074122735928244+3.321744649498794E-14i
30,1.5283343668212324,1.5293924106868948
30,1.5807032829812169-3.099452730486299E-15i,1.5817975810931342-3.1015984369623124E-15i
31,1.0044093614890522E-9-1.89462613179389E-6i,1.005104699620948E-9-1.8959377541718108E-6i
31,1.1715278869610514E-9-1.3776135871420904E-6i,1.1723389188406982E-9-1.378567289183196E-6i
31,2.381987171936098E-9-1.593269903665233E-6i,2.3836361873414085E-9-1.594372901467621E-6i
31,6.067537251162133E-9+1.1286969847465765E-6i,6.071737719794939E-9+1.1294783654096225E-6i
31,1.6524212843680925E-8-6.098540439194517E-7i,1.6535652318192332E-8-6.102762370887779E-7i
