% Model,yuin.mph
% Version,COMSOL 5.4.0.388
% Date,"Aug 12 2026, 11:22"
% Table,Table 1 - Global Evaluation 1 (freq*a/(c_const))
% U,lambda (THz),freq*a/(c_const) (1)
4,0.5131342575101862,0.5134894929646824
4,0.5131342584332469,0.5134894938883822
4,0.6178206990247321,0.6182484073946237
4,0.6178206994991152,0.6182484078693352
4,0.6938632211550085,0.694343572667537
4,0.7779999126816324,0.77853851081367
4,0.8025748424906832,0.8031304534926124
4,0.8474123437864147,0.8479989951445824
4,0.8474123530845218,0.8479990044491263
4,0.8618574523475401,0.8624541038462749
4,0.883124543703349,0.8837359181030654
4,0.9112494028161924,0.9118802476507187
4,0.965386364511642,0.9660546875848777
4,0.965386366649729,0.966054689724445
4,0.9675166780852136,0.968186475943848
4,0.9675166789021049,0.9681864767613049
4,0.97114378231408,0.9718160911647217
4,1.0148156142446005,1.0155181564753712
4,1.053434449373964,1.0541637268679696
4,1.0641944039655846,1.0649311304211508
4,1.0849628078726703,1.085713911995081
4,1.0849628116606385,1.0857139157856717
4,1.1417418878193826,1.142532299280907
4,1.164360038442042,1.1651661081234157
4,1.1643600613611809,1.1651661310584212
4,1.2003806179496654,1.2012116241593362
4,1.2594418231143494,1.260313716545547
4,1.3143644958020033,1.3152744114083117
4,1.3359060175736148,1.3368308460651281
5,0.48746887830931807,0.4878063459915173
5,0.5131342575101803,0.5134894929646765
5,0.5131342584332284,0.5134894938883636
5,0.6178206990247473,0.6182484073946388
5,0.6178206994991062,0.6182484078693261
5,0.6938632211550192,0.6943435726675476
5,0.7779999126816334,0.778538510813671
5,0.8025748424906842,0.8031304534926132
5,0.8474123437864051,0.8479989951445726
5,0.847412353084525,0.8479990044491296
5,0.8618574523475467,0.8624541038462816
5,0.883124543703357,0.8837359181030735
5,0.9112494028161897,0.911880247650716
5,0.9653863645116418,0.9660546875848777
5,0.9653863666497293,0.9660546897244452
5,0.9675166780852132,0.9681864759438475
5,0.9675166789021034,0.9681864767613033
5,0.9711437823140804,0.9718160911647221
5,1.0148156142446,1.0155181564753708
5,1.0534344493739625,1.054163726867968
5,1.0641944039655782,1.0649311304211444
5,1.0849628078726699,1.0857139119950807
5,1.084962811660641,1.085713915785674
5,1.1417418878193808,1.1425322992809053
5,1.1643600384420387,1.1651661081234126
5,1.1643600613611758,1.1651661310584163
5,1.2003806179496617,1.2012116241593325
5,1.259441823114357,1.2603137165455545
5,1.3143644958020047,1.3152744114083128
5,1.3359060175735997,1.3368308460651133
6,0.48746887830924324,0.4878063459914424
6,0.5131342575102215,0.5134894929647178
6,0.5131342584332638,0.513489493888399
6,0.6178206990247554,0.6182484073946471
6,0.6178206994991057,0.6182484078693257
6,0.6938632211550151,0.6943435726675435
6,0.7779999126816317,0.7785385108136693
6,0.802574842490685,0.8031304534926142
6,0.847412343786401,0.8479989951445686
6,0.8474123530845199,0.8479990044491243
6,0.8618574523475464,0.8624541038462812
6,0.8831245437033584,0.8837359181030747
6,0.9112494028161918,0.9118802476507183
6,0.965386364511643,0.9660546875848787
6,0.9653863666497299,0.9660546897244457
6,0.9675166780852147,0.9681864759438491
6,0.9675166789021029,0.9681864767613029
6,0.9711437823140805,0.9718160911647221
6,1.0148156142446,1.0155181564753708
6,1.053434449373965,1.0541637268679702
6,1.0641944039655817,1.064931130421148
6,1.084962807872672,1.085713911995083
6,1.0849628116606436,1.085713915785677
6,1.1417418878193826,1.142532299280907
6,1.1643600384420474,1.165166108123421
6,1.1643600613611802,1.1651661310584205
6,1.2003806179496581,1.201211624159329
6,1.2594418231143736,1.2603137165455711
6,1.314364495802006,1.3152744114083144
6,1.335906017573593,1.3368308460651064
7,0.48746887830930075,0.48780634599149997
7,0.5131342575101432,0.5134894929646393
7,0.5131342584331529,0.513489493888288
7,0.6178206990247382,0.6182484073946299
7,0.6178206994991107,0.6182484078693308
7,0.6938632211550112,0.6943435726675398
7,0.7779999126816298,0.7785385108136675
7,0.802574842490677,0.8031304534926061
7,0.8474123437863685,0.8479989951445361
7,0.8474123530845247,0.8479990044491291
7,0.8618574523475481,0.8624541038462828
7,0.8831245437033592,0.8837359181030756
7,0.9112494028161948,0.9118802476507211
7,0.9653863645116433,0.966054687584879
7,0.9653863666497289,0.9660546897244447
7,0.9675166780852142,0.9681864759438485
7,0.9675166789021035,0.9681864767613035
7,0.9711437823140804,0.9718160911647221
7,1.0148156142446005,1.0155181564753712
7,1.053434449373966,1.0541637268679713
7,1.0641944039655846,1.0649311304211508
7,1.0849628078726703,1.0857139119950812
