% Model,SiGratingSlab80.mph
% Version,COMSOL 5.4.0.388
% Date,"Aug 17 2026, 16:22"
% Table,"Table 6 - Global Evaluation 2 (freq, real(freq)/(2*abs(imag(freq))))"
% U (rad),lambda (THz),Frequency (1/s),Q (1)
0.026179938779914945,1.2164931725762462+0.0029107128444653034i,1.2164931725762463E12+2.9107128444653034E9i,208.9682558156498
0.026179938779914945,1.2470709598886474+0.0016462611916151313i,1.2470709598886475E12+1.6462611916151314E9i,378.75853668917443
0.026179938779914945,1.2487692016151881+0.399798164242247i,1.2487692016151882E12+3.99798164242247E11i,1.5617495442757086
0.026179938779914945,1.2584563956226338+0.48582381786712114i,1.2584563956226338E12+4.8582381786712115E11i,1.295177746891402
0.026179938779914945,1.486931191826028+0.07994953786267485i,1.486931191826028E12+7.994953786267485E10i,9.299185658709199
0.026179938779914945,1.6249402515081734+0.001683005126049709i,1.6249402515081736E12+1.683005126049709E9i,482.74964418028145
0.026179938779914945,1.6762876004164908+0.02361250165162567i,1.676287600416491E12+2.361250165162567E10i,35.49576459851898
0.026179938779914945,1.8986391557641498+0.08576299329788992i,1.89863915576415E12+8.576299329788992E10i,11.069104999457052
0.026179938779914945,2.0319872494376185+5.178229319151006E-5i,2.0319872494376184E12+5.178229319151006E7i,19620.483414307073
0.026179938779914945,2.1833327177441366+0.017622565785441902i,2.1833327177441365E12+1.7622565785441902E10i,61.947072416316345
0.026179938779914945,2.2540450846865614+1.649469185972502E-5i,2.2540450846865615E12+1.649469185972502E7i,68326.37747511514
0.026179938779914945,2.283045177237814+1.2927204641755134E-5i,2.2830451772378145E12+1.2927204641755134E7i,88303.90020529002
0.026179938779914945,2.3118457986284966+1.0284708785266666E-5i,2.3118457986284966E12+1.0284708785266666E7i,112392.3801294367
0.026179938779914945,2.4350525820334346+0.08410706083238571i,2.4350525820334346E12+8.410706083238571E10i,14.475910571207413
0.026179938779914945,2.5431522918971505+2.8430529740689094E-4i,2.5431522918971504E12+2.843052974068909E8i,4472.572820648945
0.026179938779914945,2.5968611058739732+0.004930888472444958i,2.596861105873973E12+4.930888472444958E9i,263.32588136863006
0.026179938779914945,2.6575307913077943+2.661932057650097E-4i,2.6575307913077944E12+2.6619320576500973E8i,4991.7329476354325
0.026179938779914945,2.7071315892079117+0.0342894736187799i,2.7071315892079116E12+3.4289473618779907E10i,39.4746740545654
0.027052603405912107,0.5880056062763918+0.060910532996805704i,5.880056062763917E11+6.09105329968057E10i,4.826797413734897
0.027052603405912107,0.9833221852839552+0.09035942356297914i,9.833221852839552E11+9.035942356297914E10i,5.441171194494145
0.027052603405912107,1.2160290579038804+0.002884705281521855i,1.2160290579038804E12+2.884705281521855E9i,210.7718014892586
0.027052603405912107,1.2475347566886437+0.0016731092631664904i,1.2475347566886438E12+1.6731092631664906E9i,372.81927252246106
0.027052603405912107,1.2488298603887602+0.39978298430559395i,1.2488298603887603E12+3.9978298430559393E11i,1.5618847092228358
0.027052603405912107,1.2585219897919797+0.48580602348715646i,1.2585219897919797E12+4.858060234871565E11i,1.2952926980589938
0.027052603405912107,1.4869154301367797+0.07992563547841071i,1.4869154301367798E12+7.99256354784107E10i,9.301868050448103
0.027052603405912107,1.624840832025346+0.0017914759112894589i,1.624840832025346E12+1.791475911289459E9i,453.4922355879814
0.027052603405912107,1.6764034293482688+0.023525153557358444i,1.6764034293482688E12+2.3525153557358444E10i,35.630020974377565
0.027052603405912107,1.8986306420201162+0.08575930474930141i,1.8986306420201162E12+8.57593047493014E10i,11.069531449504797
0.027052603405912107,2.0319571539893526+5.529523535290688E-5i,2.0319571539893525E12+5.529523535290688E7i,18373.70924475622
0.027052603405912107,2.183315124438391+0.017631402996908793i,2.183315124438391E12+1.7631402996908794E10i,61.91552438626632
0.027052603405912107,2.25405006399289+1.7595526204868012E-5i,2.25405006399289E12+1.759552620486801E7i,64051.79469339429
0.027052603405912107,2.2825786189514736+1.3121870877507107E-5i,2.2825786189514736E12+1.3121870877507107E7i,86976.11187685753
0.027052603405912107,2.312332134245305+1.0292382331489392E-5i,2.312332134245305E12+1.0292382331489392E7i,112332.21132734057
0.027052603405912107,2.435050087853353+0.08409437081784471i,2.435050087853353E12+8.409437081784471E10i,14.47808018641266
0.027052603405912107,2.5430120141984864+3.0197581348977566E-4i,2.5430120141984863E12+3.0197581348977566E8i,4210.622011097898
0.027052603405912107,2.5969342700690694+0.0049116126619857614i,2.5969342700690693E12+4.911612661985762E9i,264.36676187522596
0.027052603405912107,2.6575909614860254+2.8413058494755004E-4i,2.6575909614860254E12+2.8413058494755006E8i,4676.706947927854
0.027052603405912107,2.7071436821186614+0.03428297618192158i,2.7071436821186616E12+3.428297618192158E10i,39.48233181030266
0.027925268031909273,0.5880480332757075+0.06088777082520479i,5.880480332757075E11+6.088777082520479E10i,4.828950258040011
0.027925268031909273,0.9833398570421795+0.09033602514514738i,9.833398570421796E11+9.033602514514738E10i,5.442678352640591
0.027925268031909273,1.2155635511631748+0.0028599198101309457i,1.2155635511631748E12+2.8599198101309457E9i,212.51706898514726
0.027925268031909273,1.2479999353428415+0.0016987636018608516i,1.2479999353428416E12+1.6987636018608515E9i,367.32595811911773
0.027925268031909273,1.2488925053198228+0.39976730412308065i,1.2488925053198228E12+3.997673041230806E11i,1.5620243231989188
0.027925268031909273,1.2585897286474457+0.48578764871606084i,1.2585897286474458E12+4.8578764871606085E11i,1.2954114127581307
0.027925268031909273,1.4868991405832837+0.07990094069958371i,1.4868991405832837E12+7.990094069958371E10i,9.304641019020133
0.027925268031909273,1.6247379686508436+0.0019027637420350062i,1.6247379686508438E12+1.9027637420350063E9i,426.9415936297972
0.027925268031909273,1.6765232492992312+0.0234356884414995i,1.6765232492992312E12+2.34356884414995E10i,35.76859398613769
0.027925268031909273,1.898621847617493+0.08575549440924984i,1.898621847617493E12+8.575549440924985E10i,11.069972021598547
0.027925268031909273,2.031926087253561+5.892436835263917E-5i,2.0319260872535613E12+5.892436835263917E7i,17241.814753900144
0.027925268031909273,2.1832969413256857+0.017640524393544053i,2.1832969413256858E12+1.7640524393544052E10i,61.88299430953177
0.027925268031909273,2.2540548474381534+1.8729304532333256E-5i,2.2540548474381533E12+1.8729304532333255E7i,60174.54741970999
0.027925268031909273,2.282112977615904+1.3327981939350343E-5i,2.282112977615904E12+1.3327981939350342E7i,85613.59806761348
0.027925268031909273,2.312818562589663+1.0300688058570783E-5i,2.312818562589663E12+1.0300688058570784E7i,112265.24623591824
0.027925268031909273,2.4350475136584993+0.0840812636694244i,2.4350475136584995E12+8.40812636694244E10i,14.480321818379073
0.027925268031909273,2.542867704376762+3.200357169585627E-4i,2.542867704376762E12+3.2003571695856273E8i,3972.7873634585685
0.027925268031909273,2.597009232621121+0.004891925013061714i,2.597009232621121E12+4.891925013061714E9i,265.43837300111517
0.027925268031909273,2.657653143431532+3.026352911802462E-4i,2.6576531434315317E12+3.026352911802462E8i,4390.851333079762
0.027925268031909273,2.707156162784111+0.03427625838651055i,2.707156162784111E12+3.4276258386510548E10i,39.490252002673586
0.02879793265790644,0.5880918023495629+0.06086429546939606i,5.88091802349563E11+6.0864295469396065E10i,4.831172346727227
0.02879793265790644,0.983358091698983+0.09031188984431825i,9.83358091698983E11+9.031188984431825E10i,5.444233828979322
0.02879793265790644,1.2150967785865112+0.0028362653381045827i,1.2150967785865112E12+2.836265338104583E9i,214.20717629305713
0.02879793265790644,1.2484663696391178+0.0017233153784832823i,1.248466369639118E12+1.7233153784832823E9i,362.2280591315541
0.02879793265790644,1.2489571361544565+0.3997511234518681i,1.2489571361544565E12+3.997511234518681E11i,1.5621683878830135
0.02879793265790644,1.2586596116145123+0.485768693845331i,1.2586596116145125E12+4.85768693845331E11i,1.2955338904726437
0.02879793265790644,1.48688232207527+0.07987545268787666i,1.48688232207527E12+7.987545268787666E10i,9.3075048218221
0.02879793265790644,1.6246316564032512+0.0020167996260779656i,1.6246316564032512E12+2.0167996260779657E9i,402.7746820745508
0.02879793265790644,1.6766470661494837+0.023344176013433502i,1.6766470661494836E12+2.3344176013433502E10i,35.91146385258255
0.02879793265790644,1.8986127724094104+0.0857515621951872i,1.8986127724094104E12+8.575156219518721E10i,11.070426729298523
0.02879793265790644,2.0318940507108927+6.266979026042217E-5i,2.0318940507108926E12+6.266979026042217E7i,16211.112581256666
0.02879793265790644,2.183278167184864+0.017649929438528555i,2.1832781671848638E12+1.7649929438528557E10i,61.84948712652983
0.02879793265790644,2.2540593904985244+1.9895532052565883E-5i,2.2540593904985244E12+1.9895532052565884E7i,56647.37652009219
0.02879793265790644,2.2816483008860065+1.3546293307858162E-5i,2.2816483008860063E12+1.3546293307858162E7i,84216.70227539033
0.02879793265790644,2.313305080715555+1.0309587263710579E-5i,2.3133050807155547E12+1.0309587263710579E7i,112191.9346305121
0.02879793265790644,2.4350448596200667+0.08406773927967265i,2.435044859620067E12+8.406773927967265E10i,14.48263555368887
0.02879793265790644,2.5427194103345068+3.3847099801699723E-4i,2.542719410334507E12+3.384709980169972E8i,3756.1850575552376
0.02879793265790644,2.597085942841061+0.0048718425251938246i,2.597085942841061E12+4.871842525193825E9i,266.5404238140617
0.02879793265790644,2.657717340492642+3.217052636968954E-4i,2.657717340492642E12+3.217052636968954E8i,4130.671208097939
0.02879793265790644,2.7071690303442306+0.03426931950696427i,2.7071690303442305E12+3.426931950696427E10i,39.49843576254957
0.029670597283903605,0.5881369130457893+0.0608401078085365i,5.881369130457893E11+6.08401078085365E10i,4.8334637645338585
0.029670597283903605,0.9833768894290702+0.09028701821438948i,9.833768894290702E11+9.028701821438948E10i,5.445837667902652
0.029670597283903605,1.2146288520225181+0.002813658992282617i,1.214628852022518E12+2.813658992282617E9i,215.8450713739718
0.029670597283903605,1.2489339477497767+0.0017468475475054751i,1.2489339477497769E12+1.7468475475054753E9i,357.4822398020003
0.029670597283903605,1.2490237526312296+0.3997344420418189i,1.2490237526312295E12+3.997344420418189E11i,1.5623169050073507
0.029670597283903605,1.258731638100452+0.48574915917542305i,1.2587316381004521E12+4.8574915917542303E11i,1.2956601306703188
0.029670597283903605,1.4868649734850736+0.07984917057909043i,1.4868649734850737E12+7.984917057909042E10i,9.310459724890551
0.029670597283903605,1.6245218919451885+0.002133513089523204i,1.6245218919451885E12+2.133513089523204E9i,380.7152390867767
0.029670597283903605,1.6767748841663628+0.0232506874859522i,1.6767748841663628E12+2.32506874859522E10i,36.0586087009137
0.029670597283903605,1.8986034162443537+0.08574750802197796i,1.8986034162443538E12+8.574750802197797E10i,11.070895586596652
0.029670597283903605,2.031861045886751+6.653160227286815E-5i,2.0318610458867512E12+6.653160227286815E7i,15269.894129059268
0.029670597283903605,2.1832588007614016+0.017659617578166947i,2.1832588007614016E12+1.7659617578166946E10i,61.81500791559106
0.029670597283903605,2.2540636453677343+2.1093659876586146E-5i,2.2540636453677344E12+2.1093659876586147E7i,53429.8850592005
0.029670597283903605,2.2811846396152506+1.3777619264131631E-5i,2.2811846396152505E12+1.3777619264131632E7i,82785.87889106644
0.029670597283903605,2.3137916857635465+1.0319043612786746E-5i,2.3137916857635464E12+1.0319043612786746E7i,112112.70019715941
0.029670597283903605,2.435042125914818+0.08405379753707493i,2.435042125914818E12+8.405379753707492E10i,14.485021481871511
0.029670597283903605,2.542567180527668+3.5726775559676976E-4i,2.542567180527668E12+3.5726775559676975E8i,3558.3496421061523
0.029670597283903605,2.5971643494659418+0.004851382192865378i,2.597164349465942E12+4.851382192865377E9i,267.67261846380893
0.029670597283903605,2.657783556058405+3.4133837067252187E-4i,2.657783556058405E12+3.413383706725219E8i,3893.1801760550784
0.029670597283903605,2.707182283909189+0.03426215879204876i,2.707182283909189E12+3.426215879204876E10i,39.506884261733184
0.030543261909900768,0.5881833648983388+0.0608152087482334i,5.881833648983387E11+6.0815208748233406E10i,4.83582459885435
0.030543261909900768,0.9833962504121223+0.09026141082605234i,9.833962504121223E11+9.026141082605234E10i,5.4474899151935405
0.030543261909900768,1.2141598708939956+0.0027920253111190342i,1.2141598708939956E12+2.7920253111190343E9i,217.4335358026114
0.030543261909900768,1.2490923544810888+0.39971725963569893i,1.2490923544810889E12+3.997172596356989E11i,1.5624698763564873
0.030543261909900768,1.2494025702736329+0.001769435654444442i,1.2494025702736328E12+1.769435654444442E9i,353.051145752433
0.030543261909900768,1.2588058074944604+0.4857290450157442i,1.2588058074944604E12+4.857290450157442E11i,1.2957901328030097
0.030543261909900768,1.4868470936473857+0.0798220934832944i,1.4868470936473857E12+7.98220934832944E10i,9.313506002937402
0.030543261909900768,1.6244086736935583+0.002252832294380635i,1.6244086736935583E12+2.2528322943806353E9i,360.52587619269553
0.030543261909900768,1.6769067058943632+0.023155295457542965i,1.6769067058943633E12+2.3155295457542965E10i,36.21000450996409
0.030543261909900768,1.898593778966181+0.08574333180190752i,1.8985937789661812E12+8.574333180190752E10i,11.071378607916094
0.030543261909900768,2.0318270743510825+7.050990871355586E-5i,2.0318270743510823E12+7.050990871355586E7i,14408.09604934614
0.030543261909900768,2.1832388407678933+0.017669588241895472i,2.1832388407678933E12+1.7669588241895473E10i,61.77956189129878
0.030543261909900768,2.2540675607017486+2.2323079261051186E-5i,2.2540675607017485E12+2.2323079261051185E7i,50487.37977279406
0.030543261909900768,2.2807220481147876+1.4022838877591534E-5i,2.2807220481147876E12+1.4022838877591534E7i,81321.6948445217
0.030543261909900768,2.3142783749567113+1.0329022916147638E-5i,2.3142783749567114E12+1.0329022916147638E7i,112027.94270785952
0.030543261909900768,2.435039312725076+0.08403943832598809i,2.4350393127250757E12+8.40394383259881E10i,14.487479695423378
0.030543261909900768,2.5424110639020023+3.7641222435267827E-4i,2.5424110639020024E12+3.764122243526783E8i,3377.1632527001807
0.030543261909900768,2.5972444007285076+0.004830560978871484i,2.597244400728508E12+4.830560978871484E9i,268.8346562737395
0.030543261909900768,2.6578517935528336+3.615324091624705E-4i,2.6578517935528335E12+3.6153240916247046E8i,3675.814015830613
0.030543261909900768,2.707195922559153+0.03425477546455854i,2.7071959225591533E12+3.4254775464558537E10i,39.515598713530245
0.031415926535897934,0.5882311574267963+0.060789599220493054i,5.882311574267964E11+6.078959922049306E10i,4.83825493974054
0.031415926535897934,0.983416174832713+0.09023506826674109i,9.83416174832713E11+9.023506826674109E10i,5.449190618029273
0.031415926535897934,1.2136899238524437+0.0027712955118338427i,1.2136899238524436E12+2.7712955118338428E9i,218.97519024402263
0.031415926535897934,1.249162941427631+0.39969957596918754i,1.249162941427631E12+3.9969957596918756E11i,1.5626273037676774
0.031415926535897934,1.2498721485814652+0.001791148568790132i,1.2498721485814653E12+1.791148568790132E9i,348.90242226688014
0.031415926535897934,1.2588821191675446+0.48570835168460375i,1.2588821191675447E12+4.8570835168460376E11i,1.2959238963066089
0.031415926535897934,1.4868286813589886+0.07979422048481415i,1.4868286813589885E12+7.979422048481415E10i,9.316643939406307
0.031415926535897934,1.6242920019232638+0.0023746841635801223i,1.624292001923264E12+2.3746841635801225E9i,342.0016916006312
0.031415926535897934,1.6770425320517282+0.023058073787275892i,1.6770425320517283E12+2.3058073787275894E10i,36.365625063121456
0.031415926535897934,1.8985838604141152+0.0857390334446848i,1.8985838604141152E12+8.57390334446848E10i,11.071875808111374
0.031415926535897934,2.0317921377181727+7.460481703579567E-5i,2.0317921377181729E12+7.460481703579567E7i,13617.030497798227
0.031415926535897934,2.1832182858845512+0.017679840842293616i,2.1832182858845513E12+1.7679840842293617E10i,61.74315440277801
0.031415926535897934,2.254071081340189+2.358311524401697E-5i,2.254071081340189E12+2.358311524401697E7i,47789.93483297432
0.031415926535897934,2.2802605844355592+1.428290258587805E-5i,2.280260584435559E12+1.428290258587805E7i,79824.83149784007
0.031415926535897934,2.3147651455967977+1.033949292486352E-5i,2.314765145596798E12+1.033949292486352E7i,111938.04001888965
0.031415926535897934,2.4350364202387498+0.08402466152658382i,2.43503642023875E12+8.402466152658382E10i,14.49001028982634
0.031415926535897934,2.5422511098307528+3.958908000326333E-4i,2.542251109830753E12+3.958908000326333E8i,3210.7984191868
0.031415926535897934,2.597326044425657+0.004809395789288334i,2.597326044425657E12+4.809395789288334E9i,270.02623179927497
0.031415926535897934,2.657922056429029+3.822851051003273E-4i,2.6579220564290293E12+3.822851051003273E8i,3476.3609946710862
0.031415926535897934,2.7072099453440233+0.03424716872110914i,2.7072099453440234E12+3.424716872110914E10i,39.52458037319978
0.0322885911618951,0.5882802901370557+0.06076328018351117i,5.882802901370558E11+6.076328018351117E10i,4.840754879924114
0.0322885911618951,0.9834366628803867+0.09020799114074105i,9.834366628803867E11+9.020799114074104E10i,5.4509398249765075
0.0322885911618951,1.2132190901809514+0.0027514068284618456i,1.2132190901809514E12+2.751406828461846E9i,220.4725011275764
0.0322885911618951,1.2492355131868647+0.39968139077086473i,1.2492355131868647E12+3.9968139077086475E11i,1.5627891891307055
0.0322885911618951,1.250342603413137+0.0018120491458901216i,1.2503426034131372E12+1.8120491458901217E9i,345.00791721047364
0.0322885911618951,1.2589605724726174+0.485687079509169i,1.2589605724726174E12+4.85687079509169E11i,1.2960614206012147
0.0322885911618951,1.4868097353784953+0.0797655506424438i,1.4868097353784954E12+7.97655506424438E10i,9.319873826504706
0.0322885911618951,1.6241718788635338+0.002498994512936423i,1.6241718788635337E12+2.498994512936423E9i,324.9650750443353
0.0322885911618951,1.6771823614343984+0.022959097462705306i,1.6771823614343984E12+2.2959097462705307E10i,36.52544191161714
0.0322885911618951,1.898573660422752+0.08573461285745018i,1.8985736604227522E12+8.573461285745018E10i,11.072387202467956
0.0322885911618951,2.031756237646425+7.881643782107745E-5i,2.031756237646425E12+7.881643782107745E7i,12889.165596767705
0.0322885911618951,2.1831971347597077+0.017690374775086535i,2.1831971347597078E12+1.7690374775086536E10i,61.705790931979514
0.0322885911618951,2.2540741480023687+2.4873019589775356E-5i,2.2540741480023687E12+2.4873019589775357E7i,45311.63053739079
0.0322885911618951,2.279800310675508+1.455883942760595E-5i,2.279800310675508E12+1.4558839427605951E7i,78296.08678671982
0.0322885911618951,2.315251995060699+1.0350423163025709E-5i,2.315251995060699E12+1.0350423163025709E7i,111843.3497159496
0.0322885911618951,2.4350334486493512+0.08400946701476845i,2.435033448649351E12+8.400946701476846E10i,14.492613363570584
0.0322885911618951,2.5420873680537657+4.1569006311335935E-4i,2.5420873680537656E12+4.1569006311335933E8i,3057.671560650867
0.0322885911618951,2.5974092279855543+0.004787903450054897i,2.597409227985554E12+4.787903450054896E9i,271.24703485361357
0.0322885911618951,2.6579943481631805+4.0359411337039924E-4i,2.6579943481631807E12+4.0359411337039924E8i,3292.9052482534617
0.0322885911618951,2.707224351283169+0.03423933773179726i,2.707224351283169E12+3.4239337731797264E10i,39.533830538565496
0.033161255787892266,0.5883307625206818+0.06073625262165193i,5.883307625206819E11+6.073625262165193E10i,4.843324514813309
0.033161255787892266,0.9834577147495889+0.09018018006901093i,9.834577147495889E11+9.018018006901094E10i,5.452737586002777
0.033161255787892266,1.2127474409878651+0.0027323019163731856i,1.2127474409878652E12+2.7323019163731856E9i,221.92778801649544
0.033161255787892266,1.24931006946744+0.3996627037623678i,1.24931006946744E12+3.996627037623678E11i,1.5629555343876385
0.033161255787892266,1.2508138636839445+0.0018321948225401479i,1.2508138636839446E12+1.8321948225401478E9i,341.34302976301973
0.033161255787892266,1.2590411667444583+0.4856652288254887i,1.2590411667444583E12+4.856652288254887E11i,1.2962027050909817
0.033161255787892266,1.486790254426029+0.07973608298940012i,1.486790254426029E12+7.973608298940012E10i,9.32319596526756
0.033161255787892266,1.6240483087860107+0.0026256881895785136i,1.6240483087860107E12+2.6256881895785136E9i,309.2614567167455
0.033161255787892266,1.67732619082819+0.022858442461324385i,1.67732619082819E12+2.2858442461324387E10i,36.689424348709714
0.033161255787892266,1.8985631788220692+0.08573006994477038i,1.898563178822069E12+8.573006994477039E10i,11.072912806703497
0.033161255787892266,2.0317193758381418+8.314488478191207E-5i,2.0317193758381418E12+8.314488478191207E7i,12217.945705062402
0.033161255787892266,2.1831753860103285+0.017701189419162048i,2.1831753860103286E12+1.770118941916205E10i,61.66747709187774
0.033161255787892266,2.2540766969557224+2.6191962997449677E-5i,2.2540766969557227E12+2.6191962997449677E7i,43029.930539669804
0.033161255787892266,2.2793412933141974+1.4851764990775386E-5i,2.2793412933141973E12+1.4851764990775386E7i,76736.37762009849
0.033161255787892266,2.315738920797112+1.036178477986594E-5i,2.315738920797112E12+1.0361784779865941E7i,111744.21057735347
0.033161255787892266,2.4350303981559933+0.08399385466212436i,2.435030398155993E12+8.399385466212436E10i,14.495289018174027
0.033161255787892266,2.54191988861809+4.357968007690112E-4i,2.54191988861809E12+4.3579680076901126E8i,2916.404943924087
0.033161255787892266,2.5974938985333704+0.00476610068522231i,2.5974938985333706E12+4.76610068522231E9i,272.49675049743655
0.033161255787892266,2.6580686722485276+4.254570179519646E-4i,2.658068672248528E12+4.254570179519646E8i,3123.7804996656932
0.033161255787892266,2.7072391393651007+0.03423128163996275i,2.7072391393651006E12+3.423128163996275E10i,39.543350550517786
0.03403392041388943,0.588382574055237+0.06070851754552633i,5.883825740552369E11+6.070851754552633E10i,4.845963942489611
0.03403392041388943,0.9834793306395441+0.09015163568930928i,9.834793306395441E11+9.015163568930928E10i,5.4545839524693776
0.03403392041388943,1.2122750402257807+0.0027139283178107126i,1.2122750402257808E12+2.713928317810713E9i,223.34323133554716
0.03403392041388943,1.2493866099706847+0.39964351465831394i,1.2493866099706848E12+3.9964351465831396E11i,1.563126341533256
0.03403392041388943,1.2512858654656052+0.0018516381514416748i,1.2512858654656052E12+1.851638151441675E9i,337.88617513939244
0.03403392041388943,1.2591239012997248+0.4856427999784062i,1.2591239012997249E12+4.856427999784062E11i,1.2963477491643147
0.03403392041388943,1.4867702371829246+0.07970581653354926i,1.4867702371829246E12+7.970581653354926E10i,9.32661066559128
0.03403392041388943,1.6239212980839177+0.0027546892161677407i,1.6239212980839177E12+2.754689216167741E9i,294.75580921304055
0.03403392041388943,1.6774740149299154+0.02275618560622352i,1.6774740149299155E12+2.2756185606223522E10i,36.85753939516006
0.03403392041388943,1.8985524154374094+0.08572540460865427i,1.8985524154374094E12+8.572540460865427E10i,11.07345263696629
0.03403392041388943,2.0316815540392934+8.759027476080256E-5i,2.0316815540392935E12+8.759027476080257E7i,11597.64345749312
0.03403392041388943,2.1831530382225477+0.017712284136569393i,2.1831530382225479E12+1.7712284136569393E10i,61.62821862469829
0.03403392041388943,2.2540786596541684+2.7539026468389467E-5i,2.2540786596541685E12+2.7539026468389466E7i,40925.16963592561
0.03403392041388943,2.2788836035772286+1.5162890191955588E-5i,2.2788836035772285E12+1.5162890191955589E7i,75146.74230069446
0.03403392041388943,2.316225920323423+1.03735504210408E-5i,2.316225920323423E12+1.03735504210408E7i,111640.94385782295
0.03403392041388943,2.4350272689634225+0.08397782433584319i,2.4350272689634224E12+8.39778243358432E10i,14.498037358203565
0.03403392041388943,2.5417487218202677+4.561980271104565E-4i,2.5417487218202676E12+4.561980271104565E8i,2785.7953901287356
0.03403392041388943,2.597580002955461+0.004744004096814287i,2.597580002955461E12+4.744004096814287E9i,273.77505899497413
0.03403392041388943,2.6581450321891604+4.478713321552701E-4i,2.6581450321891606E12+4.478713321552701E8i,2967.532013488667
0.03403392041388943,2.707254308547253+0.03422299956186822i,2.707254308547253E12+3.422299956186822E10i,39.553141793621684
0.03490658503988659,0.5884357242042343+0.060680075991819904i,5.884357242042343E11+6.068007599181991E10i,4.848673263721353
0.03490658503988659,0.9835015107543025+0.09012235865605853i,9.835015107543025E11+9.012235865605853E10i,5.4564789771410735
0.03490658503988659,1.2118019455643736+0.0026962379828916047i,1.2118019455643735E12+2.696237982891605E9i,224.72088021413555
0.03490658503988659,1.2494651343906402+0.3996238231664689i,1.2494651343906401E12+3.996238231664689E11i,1.5633016126145187
0.03490658503988659,1.2517585511134481+0.0018704272801424904i,1.2517585511134482E12+1.8704272801424904E9i,334.61834213038435
0.03490658503988659,1.25920877543702+0.48561979332154886i,1.25920877543702E12+4.856197933215489E11i,1.2964965521939156
0.03490658503988659,1.4867496822914574+0.0796747502574203i,1.4867496822914575E12+7.96747502574203E10i,9.330118246294678
0.03490658503988659,1.6237908553416298+0.0028859209402319454i,1.62379085534163E12+2.8859209402319455E9i,281.32975382394284
0.03490658503988659,1.677625826278121+0.022652404416616083i,1.677625826278121E12+2.2652404416616085E10i,37.02975179640405
0.03490658503988659,1.8985413700894993+0.08572061674854708i,1.8985413700894993E12+8.572061674854709E10i,11.074006709836688
0.03490658503988659,2.0316427740392933+9.215272773296096E-5i,2.0316427740392932E12+9.215272773296097E7i,11023.23731494179
0.03490658503988659,2.183130089952207+0.017723658272528392i,2.183130089952207E12+1.7723658272528393E10i,61.58802140007548
0.03490658503988659,2.254079962343876+2.891319177277921E-5i,2.254079962343876E12+2.891319177277921E7i,38980.13024743286
0.03490658503988659,2.278427317833147+1.5493530930064303E-5i,2.278427317833147E12+1.5493530930064302E7i,73528.3431555292
0.03490658503988659,2.3167129912227886+1.0385694112292923E-5i,2.3167129912227886E12+1.0385694112292923E7i,111533.85446239142
0.03490658503988659,2.435024061282041+0.08396137589865464i,2.435024061282041E12+8.396137589865465E10i,14.500858491297416
0.03490658503988659,2.5415739181503367+4.768810017292131E-4i,2.541573918150337E12+4.768810017292131E8i,2664.7883947298833
0.03490658503988659,2.59766748796188+0.004721630146325502i,2.5976674879618804E12+4.721630146325502E9i,275.0816357337364
0.03490658503988659,2.658223431493786+4.7083449892318255E-4i,2.658223431493786E12+4.7083449892318255E8i,2822.88515133582
0.03490658503988659,2.707269857755645+0.0342144905863995i,2.707269857755645E12+3.42144905863995E10i,39.56320569670857
0.03577924966588376,0.5884902124170832+0.06065092902310419i,5.884902124170833E11+6.0650929023104195E10i,4.8514525819786325
0.03577924966588376,0.9835242553026962+0.0900923496402916i,9.835242553026962E11+9.00923496402916E10i,5.458422714190368
0.03577924966588376,1.2113282091404567+0.002679186841048944i,1.2113282091404568E12+2.679186841048944E9i,226.06266024100856
0.03577924966588376,1.249545642414068+0.3996036289878304i,1.249545642414068E12+3.9960362898783044E11i,1.5634813497303373
0.03577924966588376,1.2522318685163367+0.0018886063797418165i,1.2522318685163367E12+1.8886063797418165E9i,331.5227254202975
0.03577924966588376,1.259295788436798+0.4855962092173103i,1.2592957884367979E12+4.855962092173103E11i,1.2966491135366827
0.03577924966588376,1.4867285883544805+0.07964288311834042i,1.4867285883544805E12+7.964288311834042E10i,9.333719035167071
0.03577924966588376,1.6236569913940533+0.003019306187792121i,1.6236569913940532E12+3.019306187792121E9i,268.8791547473624
0.03577924966588376,1.677781615193997+0.02254717695407911i,1.677781615193997E12+2.254717695407911E10i,37.20602403154649
0.03577924966588376,1.898530042594452+0.08571570626133584i,1.8985300425944521E12+8.571570626133585E10i,11.074575042327046
0.03577924966588376,2.0316030376707546+9.68323668049137E-5i,2.0316030376707546E12+9.68323668049137E7i,10490.309721354772
0.03577924966588376,2.183106539725396+0.017735311155437153i,2.183106539725396E12+1.7735311155437153E10i,61.546891413182685
0.03577924966588376,2.25408052563368+3.0313330921815008E-5i,2.25408052563368E12+3.0313330921815008E7i,37179.69053693683
0.03577924966588376,2.277972518025431+1.584511874623821E-5i,2.277972518025431E12+1.5845118746238211E7i,71882.46912211512
0.03577924966588376,2.317200131141329+1.0398191165811582E-5i,2.317200131141329E12+1.0398191165811582E7i,111423.2318963368
0.03577924966588376,2.435020775327884+0.08394450920874205i,2.435020775327884E12+8.394450920874205E10i,14.50375252818977
0.03577924966588376,2.541395528237645+4.978332465708908E-4i,2.541395528237645E12+4.9783324657089084E8i,2552.4566164905114
0.03577924966588376,2.5977563001472066+0.004698995137827601i,2.5977563001472065E12+4.698995137827601E9i,276.4161511080195
